embedding_id,entity_type,entity_id,model_name,model_version,dimensions,vector_preview,generated_at
EMB_AC_AC00025,ACCOUNT,AC00025,deterministic-feature-projection,v1.1,8,"[0.7221, 0.8980, 0.9910, 0.9818, 0.8724, 0.6854, 0.4599, 0.2427]",2026-07-01
EMB_AC_AC00026,ACCOUNT,AC00026,deterministic-feature-projection,v1.1,8,"[0.9969, 0.6096, 0.0272, 0.2861, 0.9256, 0.8078, 0.1423, 0.1133]",2026-07-01
EMB_AC_AC00027,ACCOUNT,AC00027,deterministic-feature-projection,v1.1,8,"[0.8149, 0.0108, 0.9451, 0.2978, 0.3690, 0.9056, 0.0008, 0.8699]",2026-07-01
EMB_AC_AC00028,ACCOUNT,AC00028,deterministic-feature-projection,v1.1,8,"[0.3433, 0.7975, 0.0915, 0.9782, 0.0001, 0.9712, 0.1050, 0.7791]",2026-07-01
EMB_AC_AC00029,ACCOUNT,AC00029,deterministic-feature-projection,v1.1,8,"[0.0158, 0.7416, 0.8637, 0.0770, 0.3474, 0.9992, 0.4036, 0.0489]",2026-07-01
EMB_AC_AC00030,ACCOUNT,AC00030,deterministic-feature-projection,v1.1,8,"[0.1334, 0.0014, 0.1884, 0.5747, 0.9133, 0.9874, 0.7497, 0.3522]",2026-07-01
EMB_AC_AC00031,ACCOUNT,AC00031,deterministic-feature-projection,v1.1,8,"[0.5881, 0.6734, 0.7533, 0.8253, 0.8871, 0.9368, 0.9728, 0.9941]",2026-07-01
EMB_AC_AC00032,ACCOUNT,AC00032,deterministic-feature-projection,v1.1,8,"[0.9617, 0.8543, 0.3101, 0.0000, 0.3063, 0.8514, 0.9633, 0.5040]",2026-07-01
EMB_AC_AC00033,ACCOUNT,AC00033,deterministic-feature-projection,v1.1,8,"[0.9109, 0.0317, 0.6228, 0.8283, 0.0030, 0.7380, 0.7257, 0.0048]",2026-07-01
EMB_AC_AC00034,ACCOUNT,AC00034,deterministic-feature-projection,v1.1,8,"[0.4823, 0.5355, 0.4469, 0.5708, 0.4117, 0.6057, 0.3770, 0.6401]",2026-07-01
EMB_AC_AC00035,ACCOUNT,AC00035,deterministic-feature-projection,v1.1,8,"[0.0699, 0.9387, 0.4825, 0.0792, 0.9469, 0.4649, 0.0889, 0.9545]",2026-07-01
EMB_AC_AC00036,ACCOUNT,AC00036,deterministic-feature-projection,v1.1,8,"[0.0530, 0.0994, 0.5879, 0.9794, 0.8418, 0.3270, 0.0031, 0.2277]",2026-07-01
EMB_AC_AC00037,ACCOUNT,AC00037,deterministic-feature-projection,v1.1,8,"[0.4471, 0.3947, 0.3435, 0.2941, 0.2470, 0.2028, 0.1619, 0.1248]",2026-07-01
EMB_AC_AC00038,ACCOUNT,AC00038,deterministic-feature-projection,v1.1,8,"[0.8898, 0.9883, 0.7219, 0.2897, 0.0147, 0.1023, 0.4871, 0.8815]",2026-07-01
EMB_AC_AC00039,ACCOUNT,AC00039,deterministic-feature-projection,v1.1,8,"[0.9741, 0.1989, 0.2171, 0.9808, 0.4776, 0.0334, 0.8186, 0.7642]",2026-07-01
EMB_AC_AC00040,ACCOUNT,AC00040,deterministic-feature-projection,v1.1,8,"[0.6226, 0.2623, 0.8383, 0.0818, 0.9726, 0.0018, 0.9934, 0.0416]",2026-07-01
EMB_AC_AC00041,ACCOUNT,AC00041,deterministic-feature-projection,v1.1,8,"[0.1583, 0.9989, 0.1132, 0.5660, 0.7905, 0.0098, 0.9253, 0.3692]",2026-07-01
EMB_AC_AC00042,ACCOUNT,AC00042,deterministic-feature-projection,v1.1,8,"[0.0082, 0.3224, 0.9277, 0.8320, 0.1922, 0.0569, 0.6479, 0.9965]",2026-07-01
EMB_AC_AC00043,ACCOUNT,AC00043,deterministic-feature-projection,v1.1,8,"[0.3102, 0.1489, 0.0400, 0.0000, 0.0349, 0.1393, 0.2977, 0.4863]",2026-07-01
EMB_AC_AC00044,ACCOUNT,AC00044,deterministic-feature-projection,v1.1,8,"[0.7867, 0.9698, 0.9830, 0.8216, 0.5439, 0.2504, 0.0471, 0.0075]",2026-07-01
EMB_AC_AC00045,ACCOUNT,AC00045,deterministic-feature-projection,v1.1,8,"[0.9996, 0.4601, 0.0036, 0.5795, 0.9901, 0.3814, 0.0194, 0.6570]",2026-07-01
EMB_AC_AC00046,ACCOUNT,AC00046,deterministic-feature-projection,v1.1,8,"[0.7531, 0.0634, 0.9999, 0.0744, 0.7341, 0.5218, 0.2283, 0.9468]",2026-07-01
EMB_AC_AC00047,ACCOUNT,AC00047,deterministic-feature-projection,v1.1,8,"[0.2739, 0.9033, 0.0067, 0.9768, 0.1427, 0.6605, 0.5709, 0.2130]",2026-07-01
EMB_AC_AC00048,ACCOUNT,AC00048,deterministic-feature-projection,v1.1,8,"[0.0026, 0.6010, 0.9769, 0.3022, 0.0632, 0.7864, 0.8786, 0.1367]",2026-07-01
EMB_AC_AC00049,ACCOUNT,AC00049,deterministic-feature-projection,v1.1,8,"[0.1885, 0.0127, 0.0490, 0.2817, 0.6095, 0.8895, 1.0000, 0.8927]",2026-07-01
EMB_AC_AC00050,ACCOUNT,AC00050,deterministic-feature-projection,v1.1,8,"[0.6609, 0.8046, 0.9160, 0.9831, 0.9989, 0.9616, 0.8753, 0.7490]",2026-07-01
EMB_AC_AC00051,ACCOUNT,AC00051,deterministic-feature-projection,v1.1,8,"[0.9853, 0.7338, 0.1273, 0.0867, 0.6736, 0.9969, 0.5658, 0.0348]",2026-07-01
EMB_AC_AC00052,ACCOUNT,AC00052,deterministic-feature-projection,v1.1,8,"[0.8635, 0.0008, 0.8219, 0.5572, 0.0996, 0.9926, 0.2240, 0.3864]",2026-07-01
EMB_AC_AC00053,ACCOUNT,AC00053,deterministic-feature-projection,v1.1,8,"[0.4076, 0.6817, 0.2353, 0.8385, 0.0993, 0.9491, 0.0180, 0.9983]",2026-07-01
EMB_AC_AC00054,ACCOUNT,AC00054,deterministic-feature-projection,v1.1,8,"[0.0366, 0.8480, 0.7022, 0.0002, 0.6731, 0.8698, 0.0493, 0.4686]",2026-07-01
EMB_AC_AC00055,ACCOUNT,AC00055,deterministic-feature-projection,v1.1,8,"[0.0917, 0.0287, 0.3644, 0.8148, 0.9989, 0.7610, 0.3024, 0.0109]",2026-07-01
EMB_AC_AC00056,ACCOUNT,AC00056,deterministic-feature-projection,v1.1,8,"[0.5222, 0.5443, 0.5663, 0.5882, 0.6100, 0.6315, 0.6527, 0.6737]",2026-07-01
EMB_AC_AC00057,ACCOUNT,AC00057,deterministic-feature-projection,v1.1,8,"[0.9323, 0.9344, 0.5043, 0.0699, 0.0635, 0.4915, 0.9279, 0.9386]",2026-07-01
EMB_AC_AC00058,ACCOUNT,AC00058,deterministic-feature-projection,v1.1,8,"[0.9450, 0.0941, 0.4252, 0.9741, 0.1424, 0.3521, 0.9925, 0.1987]",2026-07-01
EMB_AC_AC00059,ACCOUNT,AC00059,deterministic-feature-projection,v1.1,8,"[0.5485, 0.4034, 0.6438, 0.3104, 0.7336, 0.2245, 0.8147, 0.1491]",2026-07-01
EMB_AC_AC00060,ACCOUNT,AC00060,deterministic-feature-projection,v1.1,8,"[0.1075, 0.9863, 0.2901, 0.2738, 0.9902, 0.1189, 0.4820, 0.9034]",2026-07-01
EMB_PR_P001,PRODUCT,P001,deterministic-feature-projection,v1.1,8,"[0.9999, 0.4778, 0.0011, 0.5444, 0.9969, 0.4335, 0.0060, 0.5884]",2026-07-01
EMB_PR_P002,PRODUCT,P002,deterministic-feature-projection,v1.1,8,"[0.7607, 0.0550, 0.9986, 0.0941, 0.6941, 0.5747, 0.1785, 0.9740]",2026-07-01
EMB_PR_P003,PRODUCT,P003,deterministic-feature-projection,v1.1,8,"[0.2819, 0.8925, 0.0117, 0.9863, 0.1132, 0.7098, 0.5092, 0.2737]",2026-07-01
EMB_PR_P004,PRODUCT,P004,deterministic-feature-projection,v1.1,8,"[0.0036, 0.6182, 0.9683, 0.2702, 0.0865, 0.8283, 0.8354, 0.0918]",2026-07-01
EMB_PR_P005,PRODUCT,P005,deterministic-feature-projection,v1.1,8,"[0.1817, 0.0090, 0.0611, 0.3141, 0.6522, 0.9206, 0.9965, 0.8451]",2026-07-01
EMB_PR_P006,PRODUCT,P006,deterministic-feature-projection,v1.1,8,"[0.6524, 0.7904, 0.9007, 0.9728, 0.9999, 0.9794, 0.9132, 0.8077]",2026-07-01
EMB_PR_P007,PRODUCT,P007,deterministic-feature-projection,v1.1,8,"[0.9831, 0.7493, 0.1456, 0.0678, 0.6314, 1.0000, 0.6266, 0.0653]",2026-07-01
EMB_PR_P008,PRODUCT,P008,deterministic-feature-projection,v1.1,8,"[0.8696, 0.0021, 0.8011, 0.5922, 0.0747, 0.9808, 0.2776, 0.3188]",2026-07-01
EMB_PR_P009,PRODUCT,P009,deterministic-feature-projection,v1.1,8,"[0.4163, 0.6651, 0.2582, 0.8116, 0.1273, 0.9233, 0.0381, 0.9874]",2026-07-01
EMB_PR_P010,PRODUCT,P010,deterministic-feature-projection,v1.1,8,"[0.0400, 0.8605, 0.6776, 0.0004, 0.7139, 0.8320, 0.0260, 0.5394]",2026-07-01
EMB_PR_P011,PRODUCT,P011,deterministic-feature-projection,v1.1,8,"[0.0866, 0.0349, 0.3901, 0.8415, 0.9941, 0.7144, 0.2471, 0.0011]",2026-07-01
EMB_PR_P012,PRODUCT,P012,deterministic-feature-projection,v1.1,8,"[0.5133, 0.5266, 0.5399, 0.5532, 0.5664, 0.5796, 0.5927, 0.6058]",2026-07-01
EMB_PR_P013,PRODUCT,P013,deterministic-feature-projection,v1.1,8,"[0.9278, 0.9429, 0.5308, 0.0890, 0.0436, 0.4385, 0.8927, 0.9681]",2026-07-01
EMB_PR_P014,PRODUCT,P014,deterministic-feature-projection,v1.1,8,"[0.9489, 0.1047, 0.3991, 0.9841, 0.1747, 0.3023, 0.9994, 0.2580]",2026-07-01
EMB_PR_P015,PRODUCT,P015,deterministic-feature-projection,v1.1,8,"[0.5573, 0.3861, 0.6690, 0.2781, 0.7718, 0.1819, 0.8603, 0.1023]",2026-07-01
EMB_PR_P016,PRODUCT,P016,deterministic-feature-projection,v1.1,8,"[0.1130, 0.9901, 0.2663, 0.3059, 0.9795, 0.0867, 0.5439, 0.8577]",2026-07-01
EMB_PR_P017,PRODUCT,P017,deterministic-feature-projection,v1.1,8,"[0.0245, 0.2060, 0.7938, 0.9756, 0.5002, 0.0246, 0.2058, 0.7936]",2026-07-01
EMB_PR_P018,PRODUCT,P018,deterministic-feature-projection,v1.1,8,"[0.3731, 0.2546, 0.1521, 0.0723, 0.0206, 0.0002, 0.0126, 0.0569]",2026-07-01
EMB_PR_P019,PRODUCT,P019,deterministic-feature-projection,v1.1,8,"[0.8384, 0.9982, 0.8951, 0.5835, 0.2278, 0.0157, 0.0593, 0.3354]",2026-07-01
EMB_PR_P020,PRODUCT,P020,deterministic-feature-projection,v1.1,8,"[0.9926, 0.3307, 0.0656, 0.8185, 0.8250, 0.0698, 0.3229, 0.9911]",2026-07-01
EMB_PR_P021,PRODUCT,P021,deterministic-feature-projection,v1.1,8,"[0.6938, 0.1426, 0.9650, 0.0001, 0.9566, 0.1582, 0.6736, 0.5217]",2026-07-01
EMB_PR_P022,PRODUCT,P022,deterministic-feature-projection,v1.1,8,"[0.2169, 0.9667, 0.0137, 0.8350, 0.4341, 0.2737, 0.9390, 0.0026]",2026-07-01
EMB_PR_P023,PRODUCT,P023,deterministic-feature-projection,v1.1,8,"[0.0002, 0.4689, 0.9978, 0.5620, 0.0060, 0.4073, 0.9882, 0.6230]",2026-07-01
EMB_PR_P024,PRODUCT,P024,deterministic-feature-projection,v1.1,8,"[0.2430, 0.0592, 0.0006, 0.0840, 0.2857, 0.5483, 0.7972, 0.9616]",2026-07-01
EMB_PR_P025,PRODUCT,P025,deterministic-feature-projection,v1.1,8,"[0.7221, 0.8980, 0.9910, 0.9818, 0.8724, 0.6854, 0.4599, 0.2427]",2026-07-01
EMB_PR_P026,PRODUCT,P026,deterministic-feature-projection,v1.1,8,"[0.9969, 0.6096, 0.0272, 0.2861, 0.9256, 0.8078, 0.1423, 0.1133]",2026-07-01
EMB_PR_P027,PRODUCT,P027,deterministic-feature-projection,v1.1,8,"[0.8149, 0.0108, 0.9451, 0.2978, 0.3690, 0.9056, 0.0008, 0.8699]",2026-07-01
EMB_PR_P028,PRODUCT,P028,deterministic-feature-projection,v1.1,8,"[0.3433, 0.7975, 0.0915, 0.9782, 0.0001, 0.9712, 0.1050, 0.7791]",2026-07-01
EMB_PR_P029,PRODUCT,P029,deterministic-feature-projection,v1.1,8,"[0.0158, 0.7416, 0.8637, 0.0770, 0.3474, 0.9992, 0.4036, 0.0489]",2026-07-01
EMB_PR_P030,PRODUCT,P030,deterministic-feature-projection,v1.1,8,"[0.1334, 0.0014, 0.1884, 0.5747, 0.9133, 0.9874, 0.7497, 0.3522]",2026-07-01
EMB_PR_P031,PRODUCT,P031,deterministic-feature-projection,v1.1,8,"[0.5881, 0.6734, 0.7533, 0.8253, 0.8871, 0.9368, 0.9728, 0.9941]",2026-07-01
EMB_PR_P032,PRODUCT,P032,deterministic-feature-projection,v1.1,8,"[0.9617, 0.8543, 0.3101, 0.0000, 0.3063, 0.8514, 0.9633, 0.5040]",2026-07-01
