aum_id,month_end,aum_amount
AUM_A019_PER202505,2025-05-31,24555000.0
AUM_A020_PER202505,2025-05-31,25405000.0
AUM_A021_PER202505,2025-05-31,26255000.0
AUM_A022_PER202505,2025-05-31,27105000.0
AUM_A023_PER202505,2025-05-31,27955000.0
AUM_A024_PER202505,2025-05-31,28805000.0
AUM_A025_PER202505,2025-05-31,29655000.0
AUM_A026_PER202505,2025-05-31,30505000.0
AUM_A027_PER202505,2025-05-31,31355000.0
AUM_A028_PER202505,2025-05-31,32205000.0
AUM_A029_PER202505,2025-05-31,33055000.0
AUM_A030_PER202505,2025-05-31,33905000.0
AUM_A031_PER202505,2025-05-31,34755000.0
AUM_A032_PER202505,2025-05-31,35605000.0
AUM_A033_PER202505,2025-05-31,36455000.0
AUM_A034_PER202505,2025-05-31,37305000.0
AUM_A035_PER202505,2025-05-31,38155000.0
AUM_A036_PER202505,2025-05-31,39005000.0
AUM_A037_PER202505,2025-05-31,39855000.0
AUM_A038_PER202505,2025-05-31,40705000.0
AUM_A039_PER202505,2025-05-31,41555000.0
AUM_A040_PER202505,2025-05-31,42405000.0
AUM_A041_PER202505,2025-05-31,43255000.0
AUM_A042_PER202505,2025-05-31,44105000.0
AUM_A043_PER202505,2025-05-31,44955000.0
AUM_A044_PER202505,2025-05-31,45805000.0
AUM_A045_PER202505,2025-05-31,46655000.0
AUM_A046_PER202505,2025-05-31,47505000.0
AUM_A047_PER202505,2025-05-31,48355000.0
AUM_A048_PER202505,2025-05-31,49205000.0
AUM_A049_PER202505,2025-05-31,50055000.0
AUM_A050_PER202505,2025-05-31,50905000.0
AUM_A051_PER202505,2025-05-31,51682100.0
AUM_A052_PER202505,2025-05-31,52532100.0
AUM_A053_PER202505,2025-05-31,53382100.0
AUM_A054_PER202505,2025-05-31,54232100.0
AUM_A055_PER202505,2025-05-31,55082100.0
AUM_A056_PER202505,2025-05-31,55932100.0
AUM_A057_PER202505,2025-05-31,56782100.0
AUM_A058_PER202505,2025-05-31,57632100.0
AUM_A059_PER202505,2025-05-31,58482100.0
AUM_A060_PER202505,2025-05-31,59332100.0
AUM_A001_PER202506,2025-06-30,9381000.0
AUM_A002_PER202506,2025-06-30,10231000.0
AUM_A003_PER202506,2025-06-30,11081000.0
AUM_A004_PER202506,2025-06-30,11931000.0
AUM_A005_PER202506,2025-06-30,12781000.0
AUM_A006_PER202506,2025-06-30,13631000.0
AUM_A007_PER202506,2025-06-30,14481000.0
AUM_A008_PER202506,2025-06-30,15331000.0
AUM_A009_PER202506,2025-06-30,16181000.0
AUM_A010_PER202506,2025-06-30,17031000.0
AUM_A011_PER202506,2025-06-30,17800000.0
AUM_A012_PER202506,2025-06-30,18650000.0
AUM_A013_PER202506,2025-06-30,19500000.0
AUM_A014_PER202506,2025-06-30,20350000.0
AUM_A015_PER202506,2025-06-30,21200000.0
AUM_A016_PER202506,2025-06-30,22050000.0
AUM_A017_PER202506,2025-06-30,22900000.0
AUM_A018_PER202506,2025-06-30,23750000.0
AUM_A019_PER202506,2025-06-30,24600000.0
AUM_A020_PER202506,2025-06-30,25450000.0
AUM_A021_PER202506,2025-06-30,26300000.0
AUM_A022_PER202506,2025-06-30,27150000.0
AUM_A023_PER202506,2025-06-30,28000000.0
AUM_A024_PER202506,2025-06-30,28850000.0
AUM_A025_PER202506,2025-06-30,29700000.0
AUM_A026_PER202506,2025-06-30,30550000.0
AUM_A027_PER202506,2025-06-30,31400000.0
AUM_A028_PER202506,2025-06-30,32250000.0
AUM_A029_PER202506,2025-06-30,33100000.0
AUM_A030_PER202506,2025-06-30,33950000.0
AUM_A031_PER202506,2025-06-30,34800000.0
AUM_A032_PER202506,2025-06-30,35650000.0
AUM_A033_PER202506,2025-06-30,36500000.0
AUM_A034_PER202506,2025-06-30,37350000.0
AUM_A035_PER202506,2025-06-30,38200000.0
AUM_A036_PER202506,2025-06-30,39050000.0
AUM_A037_PER202506,2025-06-30,39900000.0
AUM_A038_PER202506,2025-06-30,40750000.0
AUM_A039_PER202506,2025-06-30,41600000.0
AUM_A040_PER202506,2025-06-30,42450000.0
AUM_A041_PER202506,2025-06-30,43300000.0
AUM_A042_PER202506,2025-06-30,44150000.0
AUM_A043_PER202506,2025-06-30,45000000.0
AUM_A044_PER202506,2025-06-30,45850000.0
AUM_A045_PER202506,2025-06-30,46700000.0
AUM_A046_PER202506,2025-06-30,47550000.0
AUM_A047_PER202506,2025-06-30,48400000.0
AUM_A048_PER202506,2025-06-30,49250000.0
AUM_A049_PER202506,2025-06-30,50100000.0
AUM_A050_PER202506,2025-06-30,50950000.0
AUM_A051_PER202506,2025-06-30,51719000.0
AUM_A052_PER202506,2025-06-30,52569000.0
AUM_A053_PER202506,2025-06-30,53419000.0
AUM_A054_PER202506,2025-06-30,54269000.0
AUM_A055_PER202506,2025-06-30,55119000.0
AUM_A056_PER202506,2025-06-30,55969000.0
AUM_A057_PER202506,2025-06-30,56819000.0
AUM_A058_PER202506,2025-06-30,57669000.0
AUM_A059_PER202506,2025-06-30,58519000.0
AUM_A060_PER202506,2025-06-30,59369000.0
AUM_A001_PER202507,2025-07-31,9434100.0
AUM_A002_PER202507,2025-07-31,10284100.0
AUM_A003_PER202507,2025-07-31,11134100.0
AUM_A004_PER202507,2025-07-31,11984100.0
AUM_A005_PER202507,2025-07-31,12834100.0
AUM_A006_PER202507,2025-07-31,13684100.0
AUM_A007_PER202507,2025-07-31,14534100.0
AUM_A008_PER202507,2025-07-31,15384100.0
AUM_A009_PER202507,2025-07-31,16234100.0
AUM_A010_PER202507,2025-07-31,17084100.0
AUM_A011_PER202507,2025-07-31,17845000.0
AUM_A012_PER202507,2025-07-31,18695000.0
AUM_A013_PER202507,2025-07-31,19545000.0
AUM_A014_PER202507,2025-07-31,20395000.0
AUM_A015_PER202507,2025-07-31,21245000.0
AUM_A016_PER202507,2025-07-31,22095000.0
AUM_A017_PER202507,2025-07-31,22945000.0
AUM_A018_PER202507,2025-07-31,23795000.0
AUM_A019_PER202507,2025-07-31,24645000.0
AUM_A020_PER202507,2025-07-31,25495000.0
AUM_A021_PER202507,2025-07-31,26345000.0
AUM_A022_PER202507,2025-07-31,27195000.0
AUM_A023_PER202507,2025-07-31,28045000.0
AUM_A024_PER202507,2025-07-31,28895000.0
AUM_A025_PER202507,2025-07-31,29745000.0
AUM_A026_PER202507,2025-07-31,30595000.0
AUM_A027_PER202507,2025-07-31,31445000.0
AUM_A028_PER202507,2025-07-31,32295000.0
AUM_A029_PER202507,2025-07-31,33145000.0
AUM_A030_PER202507,2025-07-31,33995000.0
AUM_A031_PER202507,2025-07-31,34845000.0
AUM_A032_PER202507,2025-07-31,35695000.0
AUM_A033_PER202507,2025-07-31,36545000.0
AUM_A034_PER202507,2025-07-31,37395000.0
AUM_A035_PER202507,2025-07-31,38245000.0
AUM_A036_PER202507,2025-07-31,39095000.0
AUM_A037_PER202507,2025-07-31,39945000.0
AUM_A038_PER202507,2025-07-31,40795000.0
AUM_A039_PER202507,2025-07-31,41645000.0
AUM_A040_PER202507,2025-07-31,42495000.0
AUM_A041_PER202507,2025-07-31,43345000.0
AUM_A042_PER202507,2025-07-31,44195000.0
AUM_A043_PER202507,2025-07-31,45045000.0
AUM_A044_PER202507,2025-07-31,45895000.0
AUM_A045_PER202507,2025-07-31,46745000.0
AUM_A046_PER202507,2025-07-31,47595000.0
AUM_A047_PER202507,2025-07-31,48445000.0
AUM_A048_PER202507,2025-07-31,49295000.0
AUM_A049_PER202507,2025-07-31,50145000.0
AUM_A050_PER202507,2025-07-31,50995000.0
AUM_A051_PER202507,2025-07-31,51755900.0
AUM_A052_PER202507,2025-07-31,52605900.0
AUM_A053_PER202507,2025-07-31,53455900.0
AUM_A054_PER202507,2025-07-31,54305900.0
AUM_A055_PER202507,2025-07-31,55155900.0
AUM_A056_PER202507,2025-07-31,56005900.0
AUM_A057_PER202507,2025-07-31,56855900.0
AUM_A058_PER202507,2025-07-31,57705900.0
AUM_A059_PER202507,2025-07-31,58555900.0
AUM_A060_PER202507,2025-07-31,59405900.0
AUM_A001_PER202508,2025-08-31,9487200.0
AUM_A002_PER202508,2025-08-31,10337200.0
AUM_A003_PER202508,2025-08-31,11187200.0
AUM_A004_PER202508,2025-08-31,12037200.0
AUM_A005_PER202508,2025-08-31,12887200.0
AUM_A006_PER202508,2025-08-31,13737200.0
AUM_A007_PER202508,2025-08-31,14587200.0
AUM_A008_PER202508,2025-08-31,15437200.0
AUM_A009_PER202508,2025-08-31,16287200.0
AUM_A010_PER202508,2025-08-31,17137200.0
AUM_A011_PER202508,2025-08-31,17890000.0
AUM_A012_PER202508,2025-08-31,18740000.0
AUM_A013_PER202508,2025-08-31,19590000.0
AUM_A014_PER202508,2025-08-31,20440000.0
AUM_A015_PER202508,2025-08-31,21290000.0
AUM_A016_PER202508,2025-08-31,22140000.0
AUM_A017_PER202508,2025-08-31,22990000.0
AUM_A018_PER202508,2025-08-31,23840000.0
AUM_A019_PER202508,2025-08-31,24690000.0
AUM_A020_PER202508,2025-08-31,25540000.0
AUM_A021_PER202508,2025-08-31,26390000.0
AUM_A022_PER202508,2025-08-31,27240000.0
AUM_A023_PER202508,2025-08-31,28090000.0
AUM_A024_PER202508,2025-08-31,28940000.0
AUM_A025_PER202508,2025-08-31,29790000.0
AUM_A026_PER202508,2025-08-31,30640000.0
AUM_A027_PER202508,2025-08-31,31490000.0
AUM_A028_PER202508,2025-08-31,32340000.0
AUM_A029_PER202508,2025-08-31,33190000.0
AUM_A030_PER202508,2025-08-31,34040000.0
AUM_A031_PER202508,2025-08-31,34890000.0
AUM_A032_PER202508,2025-08-31,35740000.0
AUM_A033_PER202508,2025-08-31,36590000.0
AUM_A034_PER202508,2025-08-31,37440000.0
AUM_A035_PER202508,2025-08-31,38290000.0
AUM_A036_PER202508,2025-08-31,39140000.0
AUM_A037_PER202508,2025-08-31,39990000.0
AUM_A038_PER202508,2025-08-31,40840000.0
AUM_A039_PER202508,2025-08-31,41690000.0
AUM_A040_PER202508,2025-08-31,42540000.0
AUM_A041_PER202508,2025-08-31,43390000.0
AUM_A042_PER202508,2025-08-31,44240000.0
AUM_A043_PER202508,2025-08-31,45090000.0
AUM_A044_PER202508,2025-08-31,45940000.0
AUM_A045_PER202508,2025-08-31,46790000.0
AUM_A046_PER202508,2025-08-31,47640000.0
AUM_A047_PER202508,2025-08-31,48490000.0
AUM_A048_PER202508,2025-08-31,49340000.0
AUM_A049_PER202508,2025-08-31,50190000.0
AUM_A050_PER202508,2025-08-31,51040000.0
AUM_A051_PER202508,2025-08-31,51792800.0
AUM_A052_PER202508,2025-08-31,52642800.0
AUM_A053_PER202508,2025-08-31,53492800.0
AUM_A054_PER202508,2025-08-31,54342800.0
AUM_A055_PER202508,2025-08-31,55192800.0
AUM_A056_PER202508,2025-08-31,56042800.0
AUM_A057_PER202508,2025-08-31,56892800.0
AUM_A058_PER202508,2025-08-31,57742800.0
AUM_A059_PER202508,2025-08-31,58592800.0
AUM_A060_PER202508,2025-08-31,59442800.0
AUM_A001_PER202509,2025-09-30,9540300.0
AUM_A002_PER202509,2025-09-30,10390300.0
AUM_A003_PER202509,2025-09-30,11240300.0
AUM_A004_PER202509,2025-09-30,12090300.0
AUM_A005_PER202509,2025-09-30,12940300.0
AUM_A006_PER202509,2025-09-30,13790300.0
AUM_A007_PER202509,2025-09-30,14640300.0
AUM_A008_PER202509,2025-09-30,15490300.0
AUM_A009_PER202509,2025-09-30,16340300.0
AUM_A010_PER202509,2025-09-30,17190300.0
AUM_A011_PER202509,2025-09-30,17935000.0
AUM_A012_PER202509,2025-09-30,18785000.0
AUM_A013_PER202509,2025-09-30,19635000.0
AUM_A014_PER202509,2025-09-30,20485000.0
AUM_A015_PER202509,2025-09-30,21335000.0
AUM_A016_PER202509,2025-09-30,22185000.0
AUM_A017_PER202509,2025-09-30,23035000.0
AUM_A018_PER202509,2025-09-30,23885000.0
AUM_A019_PER202509,2025-09-30,24735000.0
AUM_A020_PER202509,2025-09-30,25585000.0
AUM_A021_PER202509,2025-09-30,26435000.0
AUM_A022_PER202509,2025-09-30,27285000.0
AUM_A023_PER202509,2025-09-30,28135000.0
AUM_A024_PER202509,2025-09-30,28985000.0
AUM_A025_PER202509,2025-09-30,29835000.0
AUM_A026_PER202509,2025-09-30,30685000.0
AUM_A027_PER202509,2025-09-30,31535000.0
AUM_A028_PER202509,2025-09-30,32385000.0
AUM_A029_PER202509,2025-09-30,33235000.0
AUM_A030_PER202509,2025-09-30,34085000.0
AUM_A031_PER202509,2025-09-30,34935000.0
AUM_A032_PER202509,2025-09-30,35785000.0
AUM_A033_PER202509,2025-09-30,36635000.0
AUM_A034_PER202509,2025-09-30,37485000.0
AUM_A035_PER202509,2025-09-30,38335000.0
AUM_A036_PER202509,2025-09-30,39185000.0
AUM_A037_PER202509,2025-09-30,40035000.0
AUM_A038_PER202509,2025-09-30,40885000.0
AUM_A039_PER202509,2025-09-30,41735000.0
AUM_A040_PER202509,2025-09-30,42585000.0
AUM_A041_PER202509,2025-09-30,43435000.0
AUM_A042_PER202509,2025-09-30,44285000.0
AUM_A043_PER202509,2025-09-30,45135000.0
AUM_A044_PER202509,2025-09-30,45985000.0
AUM_A045_PER202509,2025-09-30,46835000.0
AUM_A046_PER202509,2025-09-30,47685000.0
AUM_A047_PER202509,2025-09-30,48535000.0
AUM_A048_PER202509,2025-09-30,49385000.0
AUM_A049_PER202509,2025-09-30,50235000.0
AUM_A050_PER202509,2025-09-30,51085000.0
AUM_A051_PER202509,2025-09-30,51829700.0
AUM_A052_PER202509,2025-09-30,52679700.0
AUM_A053_PER202509,2025-09-30,53529700.0
AUM_A054_PER202509,2025-09-30,54379700.0
AUM_A055_PER202509,2025-09-30,55229700.0
AUM_A056_PER202509,2025-09-30,56079700.0
AUM_A057_PER202509,2025-09-30,56929700.0
AUM_A058_PER202509,2025-09-30,57779700.0
AUM_A059_PER202509,2025-09-30,58629700.0
AUM_A060_PER202509,2025-09-30,59479700.0
AUM_A001_PER202510,2025-10-31,9593400.0
AUM_A002_PER202510,2025-10-31,10443400.0
AUM_A003_PER202510,2025-10-31,11293400.0
AUM_A004_PER202510,2025-10-31,12143400.0
AUM_A005_PER202510,2025-10-31,12993400.0
AUM_A006_PER202510,2025-10-31,13843400.0
AUM_A007_PER202510,2025-10-31,14693400.0
AUM_A008_PER202510,2025-10-31,15543400.0
AUM_A009_PER202510,2025-10-31,16393400.0
AUM_A010_PER202510,2025-10-31,17243400.0
AUM_A011_PER202510,2025-10-31,17980000.0
AUM_A012_PER202510,2025-10-31,18830000.0
AUM_A013_PER202510,2025-10-31,19680000.0
AUM_A014_PER202510,2025-10-31,20530000.0
AUM_A015_PER202510,2025-10-31,21380000.0
AUM_A016_PER202510,2025-10-31,22230000.0
AUM_A017_PER202510,2025-10-31,23080000.0
AUM_A018_PER202510,2025-10-31,23930000.0
AUM_A019_PER202510,2025-10-31,24780000.0
AUM_A020_PER202510,2025-10-31,25630000.0
AUM_A021_PER202510,2025-10-31,26480000.0
AUM_A022_PER202510,2025-10-31,27330000.0
AUM_A023_PER202510,2025-10-31,28180000.0
AUM_A024_PER202510,2025-10-31,29030000.0
AUM_A025_PER202510,2025-10-31,29880000.0
AUM_A026_PER202510,2025-10-31,30730000.0
AUM_A027_PER202510,2025-10-31,31580000.0
AUM_A028_PER202510,2025-10-31,32430000.0
AUM_A029_PER202510,2025-10-31,33280000.0
AUM_A030_PER202510,2025-10-31,34130000.0
AUM_A031_PER202510,2025-10-31,34980000.0
AUM_A032_PER202510,2025-10-31,35830000.0
AUM_A033_PER202510,2025-10-31,36680000.0
AUM_A034_PER202510,2025-10-31,37530000.0
AUM_A035_PER202510,2025-10-31,38380000.0
AUM_A036_PER202510,2025-10-31,39230000.0
AUM_A037_PER202510,2025-10-31,40080000.0
AUM_A038_PER202510,2025-10-31,40930000.0
AUM_A039_PER202510,2025-10-31,41780000.0
AUM_A040_PER202510,2025-10-31,42630000.0
AUM_A041_PER202510,2025-10-31,43480000.0
AUM_A042_PER202510,2025-10-31,44330000.0
AUM_A043_PER202510,2025-10-31,45180000.0
AUM_A044_PER202510,2025-10-31,46030000.0
AUM_A045_PER202510,2025-10-31,46880000.0
AUM_A046_PER202510,2025-10-31,47730000.0
AUM_A047_PER202510,2025-10-31,48580000.0
AUM_A048_PER202510,2025-10-31,49430000.0
AUM_A049_PER202510,2025-10-31,50280000.0
AUM_A050_PER202510,2025-10-31,51130000.0
AUM_A051_PER202510,2025-10-31,51866600.0
AUM_A052_PER202510,2025-10-31,52716600.0
AUM_A053_PER202510,2025-10-31,53566600.0
AUM_A054_PER202510,2025-10-31,54416600.0
AUM_A055_PER202510,2025-10-31,55266600.0
AUM_A056_PER202510,2025-10-31,56116600.0
AUM_A057_PER202510,2025-10-31,56966600.0
AUM_A058_PER202510,2025-10-31,57816600.0
AUM_A059_PER202510,2025-10-31,58666600.0
AUM_A060_PER202510,2025-10-31,59516600.0
AUM_A001_PER202511,2025-11-30,9646500.0
AUM_A002_PER202511,2025-11-30,10496500.0
AUM_A003_PER202511,2025-11-30,11346500.0
AUM_A004_PER202511,2025-11-30,12196500.0
AUM_A005_PER202511,2025-11-30,13046500.0
AUM_A006_PER202511,2025-11-30,13896500.0
AUM_A007_PER202511,2025-11-30,14746500.0
AUM_A008_PER202511,2025-11-30,15596500.0
AUM_A009_PER202511,2025-11-30,16446500.0
AUM_A010_PER202511,2025-11-30,17296500.0
AUM_A011_PER202511,2025-11-30,18025000.0
AUM_A012_PER202511,2025-11-30,18875000.0
AUM_A013_PER202511,2025-11-30,19725000.0
AUM_A014_PER202511,2025-11-30,20575000.0
AUM_A015_PER202511,2025-11-30,21425000.0
AUM_A016_PER202511,2025-11-30,22275000.0
AUM_A017_PER202511,2025-11-30,23125000.0
AUM_A018_PER202511,2025-11-30,23975000.0
AUM_A019_PER202511,2025-11-30,24825000.0
AUM_A020_PER202511,2025-11-30,25675000.0
AUM_A021_PER202511,2025-11-30,26525000.0
AUM_A022_PER202511,2025-11-30,27375000.0
AUM_A023_PER202511,2025-11-30,28225000.0
AUM_A024_PER202511,2025-11-30,29075000.0
AUM_A025_PER202511,2025-11-30,29925000.0
AUM_A026_PER202511,2025-11-30,30775000.0
AUM_A027_PER202511,2025-11-30,31625000.0
AUM_A028_PER202511,2025-11-30,32475000.0
AUM_A029_PER202511,2025-11-30,33325000.0
AUM_A030_PER202511,2025-11-30,34175000.0
AUM_A031_PER202511,2025-11-30,35025000.0
AUM_A032_PER202511,2025-11-30,35875000.0
AUM_A033_PER202511,2025-11-30,36725000.0
AUM_A034_PER202511,2025-11-30,37575000.0
AUM_A035_PER202511,2025-11-30,38425000.0
AUM_A036_PER202511,2025-11-30,39275000.0
AUM_A037_PER202511,2025-11-30,40125000.0
AUM_A038_PER202511,2025-11-30,40975000.0
AUM_A039_PER202511,2025-11-30,41825000.0
AUM_A040_PER202511,2025-11-30,42675000.0
AUM_A041_PER202511,2025-11-30,43525000.0
AUM_A042_PER202511,2025-11-30,44375000.0
AUM_A043_PER202511,2025-11-30,45225000.0
AUM_A044_PER202511,2025-11-30,46075000.0
AUM_A045_PER202511,2025-11-30,46925000.0
AUM_A046_PER202511,2025-11-30,47775000.0
AUM_A047_PER202511,2025-11-30,48625000.0
AUM_A048_PER202511,2025-11-30,49475000.0
AUM_A049_PER202511,2025-11-30,50325000.0
AUM_A050_PER202511,2025-11-30,51175000.0
AUM_A051_PER202511,2025-11-30,51903500.0
AUM_A052_PER202511,2025-11-30,52753500.0
AUM_A053_PER202511,2025-11-30,53603500.0
AUM_A054_PER202511,2025-11-30,54453500.0
AUM_A055_PER202511,2025-11-30,55303500.0
AUM_A056_PER202511,2025-11-30,56153500.0
AUM_A057_PER202511,2025-11-30,57003500.0
AUM_A058_PER202511,2025-11-30,57853500.0
AUM_A059_PER202511,2025-11-30,58703500.0
AUM_A060_PER202511,2025-11-30,59553500.0
AUM_A001_PER202512,2025-12-31,9699600.0
AUM_A002_PER202512,2025-12-31,10549600.0
AUM_A003_PER202512,2025-12-31,11399600.0
AUM_A004_PER202512,2025-12-31,12249600.0
AUM_A005_PER202512,2025-12-31,13099600.0
AUM_A006_PER202512,2025-12-31,13949600.0
AUM_A007_PER202512,2025-12-31,14799600.0
AUM_A008_PER202512,2025-12-31,15649600.0
AUM_A009_PER202512,2025-12-31,16499600.0
AUM_A010_PER202512,2025-12-31,17349600.0
AUM_A011_PER202512,2025-12-31,18070000.0
AUM_A012_PER202512,2025-12-31,18920000.0
AUM_A013_PER202512,2025-12-31,19770000.0
AUM_A014_PER202512,2025-12-31,20620000.0
AUM_A015_PER202512,2025-12-31,21470000.0
AUM_A016_PER202512,2025-12-31,22320000.0
AUM_A017_PER202512,2025-12-31,23170000.0
AUM_A018_PER202512,2025-12-31,24020000.0
AUM_A019_PER202512,2025-12-31,24870000.0
AUM_A020_PER202512,2025-12-31,25720000.0
AUM_A021_PER202512,2025-12-31,26570000.0
AUM_A022_PER202512,2025-12-31,27420000.0
AUM_A023_PER202512,2025-12-31,28270000.0
AUM_A024_PER202512,2025-12-31,29120000.0
AUM_A025_PER202512,2025-12-31,29970000.0
AUM_A026_PER202512,2025-12-31,30820000.0
AUM_A027_PER202512,2025-12-31,31670000.0
AUM_A028_PER202512,2025-12-31,32520000.0
AUM_A029_PER202512,2025-12-31,33370000.0
AUM_A030_PER202512,2025-12-31,34220000.0
AUM_A031_PER202512,2025-12-31,35070000.0
AUM_A032_PER202512,2025-12-31,35920000.0
AUM_A033_PER202512,2025-12-31,36770000.0
AUM_A034_PER202512,2025-12-31,37620000.0
AUM_A035_PER202512,2025-12-31,38470000.0
AUM_A036_PER202512,2025-12-31,39320000.0
AUM_A037_PER202512,2025-12-31,40170000.0
AUM_A038_PER202512,2025-12-31,41020000.0
AUM_A039_PER202512,2025-12-31,41870000.0
AUM_A040_PER202512,2025-12-31,42720000.0
AUM_A041_PER202512,2025-12-31,43570000.0
AUM_A042_PER202512,2025-12-31,44420000.0
AUM_A043_PER202512,2025-12-31,45270000.0
AUM_A044_PER202512,2025-12-31,46120000.0
AUM_A045_PER202512,2025-12-31,46970000.0
AUM_A046_PER202512,2025-12-31,47820000.0
AUM_A047_PER202512,2025-12-31,48670000.0
AUM_A048_PER202512,2025-12-31,49520000.0
AUM_A049_PER202512,2025-12-31,50370000.0
AUM_A050_PER202512,2025-12-31,51220000.0
AUM_A051_PER202512,2025-12-31,51940400.0
AUM_A052_PER202512,2025-12-31,52790400.0
AUM_A053_PER202512,2025-12-31,53640400.0
AUM_A054_PER202512,2025-12-31,54490400.0
AUM_A055_PER202512,2025-12-31,55340400.0
AUM_A056_PER202512,2025-12-31,56190400.0
AUM_A057_PER202512,2025-12-31,57040400.0
AUM_A058_PER202512,2025-12-31,57890400.0
AUM_A059_PER202512,2025-12-31,58740400.0
AUM_A060_PER202512,2025-12-31,59590400.0
AUM_A001_PER202601,2026-01-31,9752700.0
AUM_A002_PER202601,2026-01-31,10602700.0
AUM_A003_PER202601,2026-01-31,11452700.0
AUM_A004_PER202601,2026-01-31,12302700.0
AUM_A005_PER202601,2026-01-31,13152700.0
AUM_A006_PER202601,2026-01-31,14002700.0
AUM_A007_PER202601,2026-01-31,14852700.0
AUM_A008_PER202601,2026-01-31,15702700.0
AUM_A009_PER202601,2026-01-31,16552700.0
AUM_A010_PER202601,2026-01-31,17402700.0
AUM_A011_PER202601,2026-01-31,18115000.0
AUM_A012_PER202601,2026-01-31,18965000.0
AUM_A013_PER202601,2026-01-31,19815000.0
AUM_A014_PER202601,2026-01-31,20665000.0
AUM_A015_PER202601,2026-01-31,21515000.0
AUM_A016_PER202601,2026-01-31,22365000.0
AUM_A017_PER202601,2026-01-31,23215000.0
AUM_A018_PER202601,2026-01-31,24065000.0
AUM_A019_PER202601,2026-01-31,24915000.0
AUM_A020_PER202601,2026-01-31,25765000.0
AUM_A021_PER202601,2026-01-31,26615000.0
AUM_A022_PER202601,2026-01-31,27465000.0
AUM_A023_PER202601,2026-01-31,28315000.0
AUM_A024_PER202601,2026-01-31,29165000.0
AUM_A025_PER202601,2026-01-31,30015000.0
AUM_A026_PER202601,2026-01-31,30865000.0
AUM_A027_PER202601,2026-01-31,31715000.0
AUM_A028_PER202601,2026-01-31,32565000.0
AUM_A029_PER202601,2026-01-31,33415000.0
AUM_A030_PER202601,2026-01-31,34265000.0
AUM_A031_PER202601,2026-01-31,35115000.0
AUM_A032_PER202601,2026-01-31,35965000.0
AUM_A033_PER202601,2026-01-31,36815000.0
AUM_A034_PER202601,2026-01-31,37665000.0
AUM_A035_PER202601,2026-01-31,38515000.0
AUM_A036_PER202601,2026-01-31,39365000.0
AUM_A037_PER202601,2026-01-31,40215000.0
AUM_A038_PER202601,2026-01-31,41065000.0
AUM_A039_PER202601,2026-01-31,41915000.0
AUM_A040_PER202601,2026-01-31,42765000.0
AUM_A041_PER202601,2026-01-31,43615000.0
AUM_A042_PER202601,2026-01-31,44465000.0
AUM_A043_PER202601,2026-01-31,45315000.0
AUM_A044_PER202601,2026-01-31,46165000.0
AUM_A045_PER202601,2026-01-31,47015000.0
AUM_A046_PER202601,2026-01-31,47865000.0
AUM_A047_PER202601,2026-01-31,48715000.0
AUM_A048_PER202601,2026-01-31,49565000.0
AUM_A049_PER202601,2026-01-31,50415000.0
AUM_A050_PER202601,2026-01-31,51265000.0
AUM_A051_PER202601,2026-01-31,51977300.0
AUM_A052_PER202601,2026-01-31,52827300.0
AUM_A053_PER202601,2026-01-31,53677300.0
AUM_A054_PER202601,2026-01-31,54527300.0
AUM_A055_PER202601,2026-01-31,55377300.0
AUM_A056_PER202601,2026-01-31,56227300.0
AUM_A057_PER202601,2026-01-31,57077300.0
AUM_A058_PER202601,2026-01-31,57927300.0
AUM_A059_PER202601,2026-01-31,58777300.0
AUM_A060_PER202601,2026-01-31,59627300.0
AUM_A001_PER202602,2026-02-28,9805800.0
AUM_A002_PER202602,2026-02-28,10655800.0
AUM_A003_PER202602,2026-02-28,11505800.0
AUM_A004_PER202602,2026-02-28,12355800.0
AUM_A005_PER202602,2026-02-28,13205800.0
AUM_A006_PER202602,2026-02-28,14055800.0
AUM_A007_PER202602,2026-02-28,14905800.0
AUM_A008_PER202602,2026-02-28,15755800.0
AUM_A009_PER202602,2026-02-28,16605800.0
AUM_A010_PER202602,2026-02-28,17455800.0
AUM_A011_PER202602,2026-02-28,18160000.0
AUM_A012_PER202602,2026-02-28,19010000.0
AUM_A013_PER202602,2026-02-28,19860000.0
AUM_A014_PER202602,2026-02-28,20710000.0
AUM_A015_PER202602,2026-02-28,21560000.0
AUM_A016_PER202602,2026-02-28,22410000.0
AUM_A017_PER202602,2026-02-28,23260000.0
AUM_A018_PER202602,2026-02-28,24110000.0
AUM_A019_PER202602,2026-02-28,24960000.0
AUM_A020_PER202602,2026-02-28,25810000.0
AUM_A021_PER202602,2026-02-28,26660000.0
AUM_A022_PER202602,2026-02-28,27510000.0
AUM_A023_PER202602,2026-02-28,28360000.0
AUM_A024_PER202602,2026-02-28,29210000.0
AUM_A025_PER202602,2026-02-28,30060000.0
AUM_A026_PER202602,2026-02-28,30910000.0
AUM_A027_PER202602,2026-02-28,31760000.0
AUM_A028_PER202602,2026-02-28,32610000.0
AUM_A029_PER202602,2026-02-28,33460000.0
AUM_A030_PER202602,2026-02-28,34310000.0
AUM_A031_PER202602,2026-02-28,35160000.0
AUM_A032_PER202602,2026-02-28,36010000.0
AUM_A033_PER202602,2026-02-28,36860000.0
AUM_A034_PER202602,2026-02-28,37710000.0
AUM_A035_PER202602,2026-02-28,38560000.0
AUM_A036_PER202602,2026-02-28,39410000.0
AUM_A037_PER202602,2026-02-28,40260000.0
