feature_snapshot_id,entity_type,entity_id,feature_group,feature_version,snapshot_time,features_json,source_lineage_json
FS_HH_H0003_202607,HOUSEHOLD,H0003,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":273757.0,""relationship_depth"":5,""product_diversification_score"":0.515,""contact_gap_days"":26,""growth_potential_score"":72}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0004_202607,HOUSEHOLD,H0004,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":281676.0,""relationship_depth"":6,""product_diversification_score"":0.57,""contact_gap_days"":33,""growth_potential_score"":81}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0005_202607,HOUSEHOLD,H0005,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":289595.0,""relationship_depth"":2,""product_diversification_score"":0.625,""contact_gap_days"":40,""growth_potential_score"":90}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0006_202607,HOUSEHOLD,H0006,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":297514.0,""relationship_depth"":3,""product_diversification_score"":0.68,""contact_gap_days"":47,""growth_potential_score"":99}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0007_202607,HOUSEHOLD,H0007,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":305433.0,""relationship_depth"":4,""product_diversification_score"":0.735,""contact_gap_days"":54,""growth_potential_score"":53}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0008_202607,HOUSEHOLD,H0008,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":313352.0,""relationship_depth"":5,""product_diversification_score"":0.79,""contact_gap_days"":61,""growth_potential_score"":62}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0009_202607,HOUSEHOLD,H0009,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":321271.0,""relationship_depth"":6,""product_diversification_score"":0.845,""contact_gap_days"":68,""growth_potential_score"":71}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0010_202607,HOUSEHOLD,H0010,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":329190.0,""relationship_depth"":2,""product_diversification_score"":0.35,""contact_gap_days"":75,""growth_potential_score"":80}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0011_202607,HOUSEHOLD,H0011,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":337109.0,""relationship_depth"":3,""product_diversification_score"":0.405,""contact_gap_days"":82,""growth_potential_score"":89}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0012_202607,HOUSEHOLD,H0012,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":345028.0,""relationship_depth"":4,""product_diversification_score"":0.46,""contact_gap_days"":89,""growth_potential_score"":98}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0013_202607,HOUSEHOLD,H0013,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":352947.0,""relationship_depth"":5,""product_diversification_score"":0.515,""contact_gap_days"":6,""growth_potential_score"":52}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0014_202607,HOUSEHOLD,H0014,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":360866.0,""relationship_depth"":6,""product_diversification_score"":0.57,""contact_gap_days"":13,""growth_potential_score"":61}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0015_202607,HOUSEHOLD,H0015,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":368785.0,""relationship_depth"":2,""product_diversification_score"":0.625,""contact_gap_days"":20,""growth_potential_score"":70}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0016_202607,HOUSEHOLD,H0016,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":376704.0,""relationship_depth"":3,""product_diversification_score"":0.68,""contact_gap_days"":27,""growth_potential_score"":79}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0017_202607,HOUSEHOLD,H0017,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":384623.0,""relationship_depth"":4,""product_diversification_score"":0.735,""contact_gap_days"":34,""growth_potential_score"":88}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0018_202607,HOUSEHOLD,H0018,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":392542.0,""relationship_depth"":5,""product_diversification_score"":0.79,""contact_gap_days"":41,""growth_potential_score"":97}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0019_202607,HOUSEHOLD,H0019,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":400461.0,""relationship_depth"":6,""product_diversification_score"":0.845,""contact_gap_days"":48,""growth_potential_score"":51}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0020_202607,HOUSEHOLD,H0020,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":408380.0,""relationship_depth"":2,""product_diversification_score"":0.35,""contact_gap_days"":55,""growth_potential_score"":60}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0021_202607,HOUSEHOLD,H0021,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":416299.0,""relationship_depth"":3,""product_diversification_score"":0.405,""contact_gap_days"":62,""growth_potential_score"":69}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0022_202607,HOUSEHOLD,H0022,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":424218.0,""relationship_depth"":4,""product_diversification_score"":0.46,""contact_gap_days"":69,""growth_potential_score"":78}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0023_202607,HOUSEHOLD,H0023,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":432137.0,""relationship_depth"":5,""product_diversification_score"":0.515,""contact_gap_days"":76,""growth_potential_score"":87}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0024_202607,HOUSEHOLD,H0024,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":440056.0,""relationship_depth"":6,""product_diversification_score"":0.57,""contact_gap_days"":83,""growth_potential_score"":96}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0025_202607,HOUSEHOLD,H0025,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":447975.0,""relationship_depth"":2,""product_diversification_score"":0.625,""contact_gap_days"":90,""growth_potential_score"":50}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0026_202607,HOUSEHOLD,H0026,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":455894.0,""relationship_depth"":3,""product_diversification_score"":0.68,""contact_gap_days"":7,""growth_potential_score"":59}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0027_202607,HOUSEHOLD,H0027,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":463813.0,""relationship_depth"":4,""product_diversification_score"":0.735,""contact_gap_days"":14,""growth_potential_score"":68}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0028_202607,HOUSEHOLD,H0028,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":471732.0,""relationship_depth"":5,""product_diversification_score"":0.79,""contact_gap_days"":21,""growth_potential_score"":77}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0029_202607,HOUSEHOLD,H0029,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":479651.0,""relationship_depth"":6,""product_diversification_score"":0.845,""contact_gap_days"":28,""growth_potential_score"":86}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0030_202607,HOUSEHOLD,H0030,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":487570.0,""relationship_depth"":2,""product_diversification_score"":0.35,""contact_gap_days"":35,""growth_potential_score"":95}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0031_202607,HOUSEHOLD,H0031,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":495489.0,""relationship_depth"":3,""product_diversification_score"":0.405,""contact_gap_days"":42,""growth_potential_score"":49}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0032_202607,HOUSEHOLD,H0032,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":503408.0,""relationship_depth"":4,""product_diversification_score"":0.46,""contact_gap_days"":49,""growth_potential_score"":58}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0033_202607,HOUSEHOLD,H0033,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":511327.0,""relationship_depth"":5,""product_diversification_score"":0.515,""contact_gap_days"":56,""growth_potential_score"":67}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0034_202607,HOUSEHOLD,H0034,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":519246.0,""relationship_depth"":6,""product_diversification_score"":0.57,""contact_gap_days"":63,""growth_potential_score"":76}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0035_202607,HOUSEHOLD,H0035,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":527165.0,""relationship_depth"":2,""product_diversification_score"":0.625,""contact_gap_days"":70,""growth_potential_score"":85}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0036_202607,HOUSEHOLD,H0036,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":535084.0,""relationship_depth"":3,""product_diversification_score"":0.68,""contact_gap_days"":77,""growth_potential_score"":94}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0037_202607,HOUSEHOLD,H0037,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":543003.0,""relationship_depth"":4,""product_diversification_score"":0.735,""contact_gap_days"":84,""growth_potential_score"":48}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0038_202607,HOUSEHOLD,H0038,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":550922.0,""relationship_depth"":5,""product_diversification_score"":0.79,""contact_gap_days"":91,""growth_potential_score"":57}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0039_202607,HOUSEHOLD,H0039,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":558841.0,""relationship_depth"":6,""product_diversification_score"":0.845,""contact_gap_days"":8,""growth_potential_score"":66}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0040_202607,HOUSEHOLD,H0040,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":566760.0,""relationship_depth"":2,""product_diversification_score"":0.35,""contact_gap_days"":15,""growth_potential_score"":75}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0041_202607,HOUSEHOLD,H0041,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":574679.0,""relationship_depth"":3,""product_diversification_score"":0.405,""contact_gap_days"":22,""growth_potential_score"":84}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0042_202607,HOUSEHOLD,H0042,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":582598.0,""relationship_depth"":4,""product_diversification_score"":0.46,""contact_gap_days"":29,""growth_potential_score"":93}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0043_202607,HOUSEHOLD,H0043,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":590517.0,""relationship_depth"":5,""product_diversification_score"":0.515,""contact_gap_days"":36,""growth_potential_score"":47}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0044_202607,HOUSEHOLD,H0044,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":598436.0,""relationship_depth"":6,""product_diversification_score"":0.57,""contact_gap_days"":43,""growth_potential_score"":56}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0045_202607,HOUSEHOLD,H0045,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":606355.0,""relationship_depth"":2,""product_diversification_score"":0.625,""contact_gap_days"":50,""growth_potential_score"":65}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0046_202607,HOUSEHOLD,H0046,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":614274.0,""relationship_depth"":3,""product_diversification_score"":0.68,""contact_gap_days"":57,""growth_potential_score"":74}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0047_202607,HOUSEHOLD,H0047,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":622193.0,""relationship_depth"":4,""product_diversification_score"":0.735,""contact_gap_days"":64,""growth_potential_score"":83}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0048_202607,HOUSEHOLD,H0048,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":630112.0,""relationship_depth"":5,""product_diversification_score"":0.79,""contact_gap_days"":71,""growth_potential_score"":92}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0049_202607,HOUSEHOLD,H0049,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":638031.0,""relationship_depth"":6,""product_diversification_score"":0.845,""contact_gap_days"":78,""growth_potential_score"":46}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0050_202607,HOUSEHOLD,H0050,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":645950.0,""relationship_depth"":2,""product_diversification_score"":0.35,""contact_gap_days"":85,""growth_potential_score"":55}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0051_202607,HOUSEHOLD,H0051,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":653869.0,""relationship_depth"":3,""product_diversification_score"":0.405,""contact_gap_days"":92,""growth_potential_score"":64}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0052_202607,HOUSEHOLD,H0052,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":661788.0,""relationship_depth"":4,""product_diversification_score"":0.46,""contact_gap_days"":9,""growth_potential_score"":73}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0053_202607,HOUSEHOLD,H0053,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":669707.0,""relationship_depth"":5,""product_diversification_score"":0.515,""contact_gap_days"":16,""growth_potential_score"":82}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0054_202607,HOUSEHOLD,H0054,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":677626.0,""relationship_depth"":6,""product_diversification_score"":0.57,""contact_gap_days"":23,""growth_potential_score"":91}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0055_202607,HOUSEHOLD,H0055,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":685545.0,""relationship_depth"":2,""product_diversification_score"":0.625,""contact_gap_days"":30,""growth_potential_score"":45}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0056_202607,HOUSEHOLD,H0056,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":693464.0,""relationship_depth"":3,""product_diversification_score"":0.68,""contact_gap_days"":37,""growth_potential_score"":54}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0057_202607,HOUSEHOLD,H0057,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":701383.0,""relationship_depth"":4,""product_diversification_score"":0.735,""contact_gap_days"":44,""growth_potential_score"":63}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0058_202607,HOUSEHOLD,H0058,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":709302.0,""relationship_depth"":5,""product_diversification_score"":0.79,""contact_gap_days"":51,""growth_potential_score"":72}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0059_202607,HOUSEHOLD,H0059,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":717221.0,""relationship_depth"":6,""product_diversification_score"":0.845,""contact_gap_days"":58,""growth_potential_score"":81}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_HH_H0060_202607,HOUSEHOLD,H0060,HOUSEHOLD_PROFILE,v1.1,2026-07-01,"{""aum"":725140.0,""relationship_depth"":2,""product_diversification_score"":0.35,""contact_gap_days"":65,""growth_potential_score"":90}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00001_202607,ACCOUNT,AC00001,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":116063.55,""holding_count"":3,""managed_allocation_ratio"":0.21,""activity_recency_days"":14,""concentration_risk_score"":38}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00002_202607,ACCOUNT,AC00002,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":141855.45,""holding_count"":4,""managed_allocation_ratio"":0.3,""activity_recency_days"":25,""concentration_risk_score"":51}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00003_202607,ACCOUNT,AC00003,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":119627.1,""holding_count"":5,""managed_allocation_ratio"":0.39,""activity_recency_days"":36,""concentration_risk_score"":64}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00004_202607,ACCOUNT,AC00004,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":146210.9,""holding_count"":6,""managed_allocation_ratio"":0.48,""activity_recency_days"":47,""concentration_risk_score"":77}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00005_202607,ACCOUNT,AC00005,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":123190.65,""holding_count"":7,""managed_allocation_ratio"":0.57,""activity_recency_days"":58,""concentration_risk_score"":90}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00006_202607,ACCOUNT,AC00006,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":150566.35,""holding_count"":2,""managed_allocation_ratio"":0.66,""activity_recency_days"":69,""concentration_risk_score"":33}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00007_202607,ACCOUNT,AC00007,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":126754.2,""holding_count"":3,""managed_allocation_ratio"":0.75,""activity_recency_days"":5,""concentration_risk_score"":46}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00008_202607,ACCOUNT,AC00008,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":154921.8,""holding_count"":4,""managed_allocation_ratio"":0.12,""activity_recency_days"":16,""concentration_risk_score"":59}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00009_202607,ACCOUNT,AC00009,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":130317.75,""holding_count"":5,""managed_allocation_ratio"":0.21,""activity_recency_days"":27,""concentration_risk_score"":72}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00010_202607,ACCOUNT,AC00010,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":159277.25,""holding_count"":6,""managed_allocation_ratio"":0.3,""activity_recency_days"":38,""concentration_risk_score"":85}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00011_202607,ACCOUNT,AC00011,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":133881.3,""holding_count"":7,""managed_allocation_ratio"":0.39,""activity_recency_days"":49,""concentration_risk_score"":28}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00012_202607,ACCOUNT,AC00012,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":163632.7,""holding_count"":2,""managed_allocation_ratio"":0.48,""activity_recency_days"":60,""concentration_risk_score"":41}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00013_202607,ACCOUNT,AC00013,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":137444.85,""holding_count"":3,""managed_allocation_ratio"":0.57,""activity_recency_days"":71,""concentration_risk_score"":54}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00014_202607,ACCOUNT,AC00014,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":167988.15,""holding_count"":4,""managed_allocation_ratio"":0.66,""activity_recency_days"":7,""concentration_risk_score"":67}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00015_202607,ACCOUNT,AC00015,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":141008.4,""holding_count"":5,""managed_allocation_ratio"":0.75,""activity_recency_days"":18,""concentration_risk_score"":80}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00016_202607,ACCOUNT,AC00016,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":172343.6,""holding_count"":6,""managed_allocation_ratio"":0.12,""activity_recency_days"":29,""concentration_risk_score"":93}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00017_202607,ACCOUNT,AC00017,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":144571.95,""holding_count"":7,""managed_allocation_ratio"":0.21,""activity_recency_days"":40,""concentration_risk_score"":36}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00018_202607,ACCOUNT,AC00018,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":176699.05,""holding_count"":2,""managed_allocation_ratio"":0.3,""activity_recency_days"":51,""concentration_risk_score"":49}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00019_202607,ACCOUNT,AC00019,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":148135.5,""holding_count"":3,""managed_allocation_ratio"":0.39,""activity_recency_days"":62,""concentration_risk_score"":62}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00020_202607,ACCOUNT,AC00020,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":181054.5,""holding_count"":4,""managed_allocation_ratio"":0.48,""activity_recency_days"":73,""concentration_risk_score"":75}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00021_202607,ACCOUNT,AC00021,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":151699.05,""holding_count"":5,""managed_allocation_ratio"":0.57,""activity_recency_days"":9,""concentration_risk_score"":88}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00022_202607,ACCOUNT,AC00022,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":185409.95,""holding_count"":6,""managed_allocation_ratio"":0.66,""activity_recency_days"":20,""concentration_risk_score"":31}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00023_202607,ACCOUNT,AC00023,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":155262.6,""holding_count"":7,""managed_allocation_ratio"":0.75,""activity_recency_days"":31,""concentration_risk_score"":44}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00024_202607,ACCOUNT,AC00024,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":189765.4,""holding_count"":2,""managed_allocation_ratio"":0.12,""activity_recency_days"":42,""concentration_risk_score"":57}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00025_202607,ACCOUNT,AC00025,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":158826.15,""holding_count"":3,""managed_allocation_ratio"":0.21,""activity_recency_days"":53,""concentration_risk_score"":70}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00026_202607,ACCOUNT,AC00026,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":194120.85,""holding_count"":4,""managed_allocation_ratio"":0.3,""activity_recency_days"":64,""concentration_risk_score"":83}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00027_202607,ACCOUNT,AC00027,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":162389.7,""holding_count"":5,""managed_allocation_ratio"":0.39,""activity_recency_days"":75,""concentration_risk_score"":26}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00028_202607,ACCOUNT,AC00028,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":198476.3,""holding_count"":6,""managed_allocation_ratio"":0.48,""activity_recency_days"":11,""concentration_risk_score"":39}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00029_202607,ACCOUNT,AC00029,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":165953.25,""holding_count"":7,""managed_allocation_ratio"":0.57,""activity_recency_days"":22,""concentration_risk_score"":52}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00030_202607,ACCOUNT,AC00030,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":202831.75,""holding_count"":2,""managed_allocation_ratio"":0.66,""activity_recency_days"":33,""concentration_risk_score"":65}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00031_202607,ACCOUNT,AC00031,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":169516.8,""holding_count"":3,""managed_allocation_ratio"":0.75,""activity_recency_days"":44,""concentration_risk_score"":78}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00032_202607,ACCOUNT,AC00032,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":207187.2,""holding_count"":4,""managed_allocation_ratio"":0.12,""activity_recency_days"":55,""concentration_risk_score"":91}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00033_202607,ACCOUNT,AC00033,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":173080.35,""holding_count"":5,""managed_allocation_ratio"":0.21,""activity_recency_days"":66,""concentration_risk_score"":34}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00034_202607,ACCOUNT,AC00034,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":211542.65,""holding_count"":6,""managed_allocation_ratio"":0.3,""activity_recency_days"":77,""concentration_risk_score"":47}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
