from_id,to_id,market_value,allocation_pct,as_of_date
AC00159,P005,79516.8,20,2026-07-01
AC00159,P031,79516.8,20,2026-07-01
AC00160,P058,170077.6,35,2026-07-01
AC00160,P055,121484.0,25,2026-07-01
AC00160,P043,97187.2,20,2026-07-01
AC00160,P057,97187.2,20,2026-07-01
AC00161,P033,140401.64,35,2026-07-01
AC00161,P024,100286.89,25,2026-07-01
AC00161,P037,80229.51,20,2026-07-01
AC00161,P007,80229.51,20,2026-07-01
AC00162,P043,171602.01,35,2026-07-01
AC00162,P009,122572.86,25,2026-07-01
AC00162,P042,98058.29,20,2026-07-01
AC00162,P010,98058.29,20,2026-07-01
AC00163,P026,141648.88,35,2026-07-01
AC00163,P048,101177.77,25,2026-07-01
AC00163,P058,80942.22,20,2026-07-01
AC00163,P047,80942.22,20,2026-07-01
AC00164,P058,173126.42,35,2026-07-01
AC00164,P048,123661.73,25,2026-07-01
AC00164,P018,98929.38,20,2026-07-01
AC00164,P055,98929.38,20,2026-07-01
AC00165,P030,142896.13,35,2026-07-01
AC00165,P016,102068.66,25,2026-07-01
AC00165,P024,81654.93,20,2026-07-01
AC00165,P036,81654.93,20,2026-07-01
AC00166,P031,174650.82,35,2026-07-01
AC00166,P026,124750.59,25,2026-07-01
AC00166,P043,99800.47,20,2026-07-01
AC00166,P039,99800.47,20,2026-07-01
AC00167,P001,144143.37,35,2026-07-01
AC00167,P032,102959.55,25,2026-07-01
AC00167,P005,82367.64,20,2026-07-01
AC00167,P044,82367.64,20,2026-07-01
AC00168,P007,176175.23,35,2026-07-01
AC00168,P062,125839.45,25,2026-07-01
AC00168,P064,100671.56,20,2026-07-01
AC00168,P030,100671.56,20,2026-07-01
AC00169,P024,145390.61,35,2026-07-01
AC00169,P040,103850.44,25,2026-07-01
AC00169,P037,83080.35,20,2026-07-01
AC00169,P051,83080.35,20,2026-07-01
AC00170,P019,177699.64,35,2026-07-01
AC00170,P061,126928.31,25,2026-07-01
AC00170,P023,101542.65,20,2026-07-01
AC00170,P062,101542.65,20,2026-07-01
AC00171,P036,146637.85,35,2026-07-01
AC00171,P005,104741.32,25,2026-07-01
AC00171,P030,83793.06,20,2026-07-01
AC00171,P007,83793.06,20,2026-07-01
AC00172,P019,179224.04,35,2026-07-01
AC00172,P049,128017.18,25,2026-07-01
AC00172,P039,102413.74,20,2026-07-01
AC00172,P002,102413.74,20,2026-07-01
AC00173,P049,147885.1,35,2026-07-01
AC00173,P058,105632.21,25,2026-07-01
AC00173,P044,84505.77,20,2026-07-01
AC00173,P002,84505.77,20,2026-07-01
AC00174,P052,180748.45,35,2026-07-01
AC00174,P046,129106.04,25,2026-07-01
AC00174,P022,103284.83,20,2026-07-01
AC00174,P025,103284.83,20,2026-07-01
AC00175,P063,149132.34,35,2026-07-01
AC00175,P013,106523.1,25,2026-07-01
AC00175,P050,85218.48,20,2026-07-01
AC00175,P037,85218.48,20,2026-07-01
AC00176,P032,182272.86,35,2026-07-01
AC00176,P047,130194.9,25,2026-07-01
AC00176,P055,104155.92,20,2026-07-01
AC00176,P064,104155.92,20,2026-07-01
AC00177,P023,150379.58,35,2026-07-01
AC00177,P033,107413.99,25,2026-07-01
AC00177,P043,85931.19,20,2026-07-01
AC00177,P007,85931.19,20,2026-07-01
AC00178,P010,183797.27,35,2026-07-01
AC00178,P063,131283.76,25,2026-07-01
AC00178,P046,105027.01,20,2026-07-01
AC00178,P035,105027.01,20,2026-07-01
AC00179,P032,151626.82,35,2026-07-01
AC00179,P003,108304.88,25,2026-07-01
AC00179,P037,86643.9,20,2026-07-01
AC00179,P020,86643.9,20,2026-07-01
AC00180,P011,185321.67,35,2026-07-01
AC00180,P046,132372.62,25,2026-07-01
AC00180,P050,105898.1,20,2026-07-01
AC00180,P041,105898.1,20,2026-07-01
AC00181,P009,152874.07,35,2026-07-01
AC00181,P016,109195.76,25,2026-07-01
AC00181,P013,87356.61,20,2026-07-01
AC00181,P056,87356.61,20,2026-07-01
AC00182,P040,186846.08,35,2026-07-01
AC00182,P006,133461.49,25,2026-07-01
AC00182,P057,106769.19,20,2026-07-01
AC00182,P023,106769.19,20,2026-07-01
AC00183,P016,154121.31,35,2026-07-01
AC00183,P010,110086.65,25,2026-07-01
AC00183,P009,88069.32,20,2026-07-01
AC00183,P047,88069.32,20,2026-07-01
AC00184,P034,188370.49,35,2026-07-01
AC00184,P012,134550.35,25,2026-07-01
AC00184,P063,107640.28,20,2026-07-01
AC00184,P059,107640.28,20,2026-07-01
AC00185,P043,155368.55,35,2026-07-01
AC00185,P056,110977.54,25,2026-07-01
AC00185,P041,88782.03,20,2026-07-01
AC00185,P027,88782.03,20,2026-07-01
AC00186,P002,189894.9,35,2026-07-01
AC00186,P004,135639.21,25,2026-07-01
AC00186,P009,108511.37,20,2026-07-01
AC00186,P023,108511.37,20,2026-07-01
AC00187,P060,156615.79,35,2026-07-01
AC00187,P063,111868.43,25,2026-07-01
AC00187,P005,89494.74,20,2026-07-01
AC00187,P019,89494.74,20,2026-07-01
AC00188,P024,191419.3,35,2026-07-01
AC00188,P006,136728.08,25,2026-07-01
AC00188,P058,109382.46,20,2026-07-01
AC00188,P039,109382.46,20,2026-07-01
AC00189,P018,157863.04,35,2026-07-01
AC00189,P013,112759.31,25,2026-07-01
AC00189,P032,90207.45,20,2026-07-01
AC00189,P015,90207.45,20,2026-07-01
AC00190,P006,192943.71,35,2026-07-01
AC00190,P044,137816.94,25,2026-07-01
AC00190,P029,110253.55,20,2026-07-01
AC00190,P024,110253.55,20,2026-07-01
AC00191,P002,159110.28,35,2026-07-01
AC00191,P004,113650.2,25,2026-07-01
AC00191,P040,90920.16,20,2026-07-01
AC00191,P010,90920.16,20,2026-07-01
AC00192,P017,194468.12,35,2026-07-01
AC00192,P014,138905.8,25,2026-07-01
AC00192,P015,111124.64,20,2026-07-01
AC00192,P064,111124.64,20,2026-07-01
AC00193,P021,160357.52,35,2026-07-01
AC00193,P055,114541.09,25,2026-07-01
AC00193,P044,91632.87,20,2026-07-01
AC00193,P026,91632.87,20,2026-07-01
AC00194,P036,195992.53,35,2026-07-01
AC00194,P016,139994.66,25,2026-07-01
AC00194,P011,111995.73,20,2026-07-01
AC00194,P041,111995.73,20,2026-07-01
AC00195,P025,161604.76,35,2026-07-01
AC00195,P061,115431.98,25,2026-07-01
AC00195,P011,92345.58,20,2026-07-01
AC00195,P045,92345.58,20,2026-07-01
AC00196,P045,197516.93,35,2026-07-01
AC00196,P042,141083.52,25,2026-07-01
AC00196,P043,112866.82,20,2026-07-01
AC00196,P058,112866.82,20,2026-07-01
AC00197,P038,162852.01,35,2026-07-01
AC00197,P058,116322.86,25,2026-07-01
AC00197,P042,93058.29,20,2026-07-01
AC00197,P001,93058.29,20,2026-07-01
AC00198,P044,199041.34,35,2026-07-01
AC00198,P004,142172.39,25,2026-07-01
AC00198,P030,113737.91,20,2026-07-01
AC00198,P057,113737.91,20,2026-07-01
AC00199,P020,164099.25,35,2026-07-01
AC00199,P012,117213.75,25,2026-07-01
AC00199,P006,93771.0,20,2026-07-01
AC00199,P023,93771.0,20,2026-07-01
AC00200,P023,200565.75,35,2026-07-01
AC00200,P030,143261.25,25,2026-07-01
AC00200,P052,114609.0,20,2026-07-01
AC00200,P028,114609.0,20,2026-07-01
AC00201,P026,165346.49,35,2026-07-01
AC00201,P012,118104.64,25,2026-07-01
AC00201,P054,94483.71,20,2026-07-01
AC00201,P008,94483.71,20,2026-07-01
AC00202,P051,202090.16,35,2026-07-01
AC00202,P049,144350.11,25,2026-07-01
AC00202,P029,115480.09,20,2026-07-01
AC00202,P056,115480.09,20,2026-07-01
AC00203,P048,166593.73,35,2026-07-01
AC00203,P026,118995.52,25,2026-07-01
AC00203,P061,95196.42,20,2026-07-01
AC00203,P017,95196.42,20,2026-07-01
AC00204,P052,203614.57,35,2026-07-01
AC00204,P019,145438.98,25,2026-07-01
AC00204,P001,116351.18,20,2026-07-01
AC00204,P002,116351.18,20,2026-07-01
AC00205,P003,167840.98,35,2026-07-01
AC00205,P060,119886.41,25,2026-07-01
AC00205,P035,95909.13,20,2026-07-01
AC00205,P010,95909.13,20,2026-07-01
AC00206,P056,205138.97,35,2026-07-01
AC00206,P033,146527.84,25,2026-07-01
AC00206,P055,117222.27,20,2026-07-01
AC00206,P017,117222.27,20,2026-07-01
AC00207,P004,169088.22,35,2026-07-01
AC00207,P019,120777.3,25,2026-07-01
AC00207,P023,96621.84,20,2026-07-01
AC00207,P030,96621.84,20,2026-07-01
AC00208,P045,206663.38,35,2026-07-01
AC00208,P043,147616.7,25,2026-07-01
AC00208,P022,118093.36,20,2026-07-01
AC00208,P062,118093.36,20,2026-07-01
AC00209,P020,170335.46,35,2026-07-01
AC00209,P003,121668.19,25,2026-07-01
AC00209,P040,97334.55,20,2026-07-01
AC00209,P010,97334.55,20,2026-07-01
AC00210,P016,208187.79,35,2026-07-01
AC00210,P062,148705.56,25,2026-07-01
AC00210,P053,118964.45,20,2026-07-01
AC00210,P031,118964.45,20,2026-07-01
AC00211,P008,171582.7,35,2026-07-01
AC00211,P032,122559.07,25,2026-07-01
AC00211,P028,98047.26,20,2026-07-01
AC00211,P064,98047.26,20,2026-07-01
AC00212,P039,209712.19,35,2026-07-01
AC00212,P011,149794.42,25,2026-07-01
AC00212,P038,119835.54,20,2026-07-01
AC00212,P047,119835.54,20,2026-07-01
AC00213,P033,172829.95,35,2026-07-01
AC00213,P011,123449.96,25,2026-07-01
AC00213,P006,98759.97,20,2026-07-01
AC00213,P063,98759.97,20,2026-07-01
AC00214,P034,211236.6,35,2026-07-01
AC00214,P033,150883.29,25,2026-07-01
AC00214,P015,120706.63,20,2026-07-01
AC00214,P002,120706.63,20,2026-07-01
AC00215,P015,174077.19,35,2026-07-01
AC00215,P035,124340.85,25,2026-07-01
AC00215,P029,99472.68,20,2026-07-01
AC00215,P004,99472.68,20,2026-07-01
AC00216,P019,212761.01,35,2026-07-01
AC00216,P016,151972.15,25,2026-07-01
AC00216,P011,121577.72,20,2026-07-01
AC00216,P054,121577.72,20,2026-07-01
AC00217,P033,175324.43,35,2026-07-01
AC00217,P014,125231.74,25,2026-07-01
AC00217,P049,100185.39,20,2026-07-01
AC00217,P020,100185.39,20,2026-07-01
AC00218,P010,214285.42,35,2026-07-01
AC00218,P037,153061.01,25,2026-07-01
AC00218,P055,122448.81,20,2026-07-01
AC00218,P003,122448.81,20,2026-07-01
AC00219,P009,176571.67,35,2026-07-01
AC00219,P018,126122.62,25,2026-07-01
AC00219,P010,100898.1,20,2026-07-01
AC00219,P029,100898.1,20,2026-07-01
AC00220,P017,215809.82,35,2026-07-01
AC00220,P010,154149.88,25,2026-07-01
AC00220,P043,123319.9,20,2026-07-01
AC00220,P005,123319.9,20,2026-07-01
AC00221,P002,177818.92,35,2026-07-01
AC00221,P018,127013.51,25,2026-07-01
AC00221,P005,101610.81,20,2026-07-01
AC00221,P055,101610.81,20,2026-07-01
AC00222,P048,217334.23,35,2026-07-01
AC00222,P036,155238.74,25,2026-07-01
AC00222,P055,124190.99,20,2026-07-01
AC00222,P018,124190.99,20,2026-07-01
AC00223,P030,179066.16,35,2026-07-01
AC00223,P062,127904.4,25,2026-07-01
AC00223,P041,102323.52,20,2026-07-01
AC00223,P004,102323.52,20,2026-07-01
AC00224,P033,218858.64,35,2026-07-01
AC00224,P029,156327.6,25,2026-07-01
AC00224,P035,125062.08,20,2026-07-01
AC00224,P011,125062.08,20,2026-07-01
AC00225,P026,180313.4,35,2026-07-01
AC00225,P002,128795.29,25,2026-07-01
AC00225,P012,103036.23,20,2026-07-01
AC00225,P031,103036.23,20,2026-07-01
AC00226,P038,220383.05,35,2026-07-01
AC00226,P047,157416.46,25,2026-07-01
AC00226,P034,125933.17,20,2026-07-01
AC00226,P043,125933.17,20,2026-07-01
AC00227,P060,181560.64,35,2026-07-01
AC00227,P050,129686.18,25,2026-07-01
AC00227,P035,103748.94,20,2026-07-01
AC00227,P015,103748.94,20,2026-07-01
AC00228,P014,221907.46,35,2026-07-01
AC00228,P036,158505.33,25,2026-07-01
AC00228,P064,126804.26,20,2026-07-01
AC00228,P048,126804.26,20,2026-07-01
AC00229,P042,182807.89,35,2026-07-01
AC00229,P061,130577.06,25,2026-07-01
AC00229,P040,104461.65,20,2026-07-01
AC00229,P029,104461.65,20,2026-07-01
AC00230,P014,223431.86,35,2026-07-01
AC00230,P019,159594.19,25,2026-07-01
AC00230,P035,127675.35,20,2026-07-01
AC00230,P034,127675.35,20,2026-07-01
AC00231,P041,184055.13,35,2026-07-01
AC00231,P048,131467.95,25,2026-07-01
AC00231,P030,105174.36,20,2026-07-01
AC00231,P047,105174.36,20,2026-07-01
AC00232,P042,224956.27,35,2026-07-01
AC00232,P033,160683.05,25,2026-07-01
AC00232,P009,128546.44,20,2026-07-01
AC00232,P025,128546.44,20,2026-07-01
AC00233,P034,185302.37,35,2026-07-01
AC00233,P043,132358.84,25,2026-07-01
AC00233,P039,105887.07,20,2026-07-01
AC00233,P012,105887.07,20,2026-07-01
AC00234,P034,226480.68,35,2026-07-01
AC00234,P058,161771.91,25,2026-07-01
AC00234,P031,129417.53,20,2026-07-01
AC00234,P028,129417.53,20,2026-07-01
AC00235,P052,186549.61,35,2026-07-01
AC00235,P049,133249.73,25,2026-07-01
AC00235,P031,106599.78,20,2026-07-01
AC00235,P037,106599.78,20,2026-07-01
AC00236,P024,228005.08,35,2026-07-01
AC00236,P055,162860.77,25,2026-07-01
AC00236,P022,130288.62,20,2026-07-01
AC00236,P016,130288.62,20,2026-07-01
AC00237,P050,187796.86,35,2026-07-01
AC00237,P012,134140.61,25,2026-07-01
AC00237,P001,107312.49,20,2026-07-01
AC00237,P051,107312.49,20,2026-07-01
AC00238,P047,229529.49,35,2026-07-01
AC00238,P057,163949.64,25,2026-07-01
AC00238,P003,131159.71,20,2026-07-01
AC00238,P032,131159.71,20,2026-07-01
AC00239,P048,189044.1,35,2026-07-01
AC00239,P006,135031.5,25,2026-07-01
AC00239,P064,108025.2,20,2026-07-01
AC00239,P022,108025.2,20,2026-07-01
AC00240,P057,231053.9,35,2026-07-01
AC00240,P013,165038.5,25,2026-07-01
AC00240,P050,132030.8,20,2026-07-01
AC00240,P046,132030.8,20,2026-07-01
AC00241,P062,190291.34,35,2026-07-01
AC00241,P043,135922.39,25,2026-07-01
AC00241,P025,108737.91,20,2026-07-01
AC00241,P002,108737.91,20,2026-07-01
AC00242,P024,232578.31,35,2026-07-01
AC00242,P029,166127.36,25,2026-07-01
AC00242,P054,132901.89,20,2026-07-01
AC00242,P013,132901.89,20,2026-07-01
AC00243,P007,191538.58,35,2026-07-01
AC00243,P043,136813.27,25,2026-07-01
AC00243,P011,109450.62,20,2026-07-01
AC00243,P030,109450.62,20,2026-07-01
AC00244,P024,234102.71,35,2026-07-01
AC00244,P046,167216.23,25,2026-07-01
AC00244,P062,133772.98,20,2026-07-01
AC00244,P044,133772.98,20,2026-07-01
AC00245,P026,192785.83,35,2026-07-01
AC00245,P048,137704.16,25,2026-07-01
AC00245,P041,110163.33,20,2026-07-01
AC00245,P042,110163.33,20,2026-07-01
AC00246,P046,235627.12,35,2026-07-01
AC00246,P063,168305.09,25,2026-07-01
AC00246,P021,134644.07,20,2026-07-01
AC00246,P002,134644.07,20,2026-07-01
AC00247,P020,194033.07,35,2026-07-01
AC00247,P031,138595.05,25,2026-07-01
AC00247,P017,110876.04,20,2026-07-01
AC00247,P051,110876.04,20,2026-07-01
AC00248,P042,237151.53,35,2026-07-01
AC00248,P053,169393.95,25,2026-07-01
AC00248,P054,135515.16,20,2026-07-01
AC00248,P058,135515.16,20,2026-07-01
AC00249,P061,195280.31,35,2026-07-01
AC00249,P051,139485.94,25,2026-07-01
AC00249,P019,111588.75,20,2026-07-01
AC00249,P062,111588.75,20,2026-07-01
AC00250,P019,238675.94,35,2026-07-01
AC00250,P016,170482.81,25,2026-07-01
AC00250,P060,136386.25,20,2026-07-01
AC00250,P003,136386.25,20,2026-07-01
AC00251,P038,196527.55,35,2026-07-01
AC00251,P013,140376.83,25,2026-07-01
AC00251,P060,112301.46,20,2026-07-01
AC00251,P030,112301.46,20,2026-07-01
AC00252,P047,240200.34,35,2026-07-01
AC00252,P015,171571.67,25,2026-07-01
AC00252,P029,137257.34,20,2026-07-01
AC00252,P009,137257.34,20,2026-07-01
AC00253,P038,197774.8,35,2026-07-01
AC00253,P016,141267.71,25,2026-07-01
AC00253,P031,113014.17,20,2026-07-01
AC00253,P017,113014.17,20,2026-07-01
AC00254,P045,241724.75,35,2026-07-01
AC00254,P016,172660.54,25,2026-07-01
AC00254,P048,138128.43,20,2026-07-01
AC00254,P029,138128.43,20,2026-07-01
AC00255,P063,199022.04,35,2026-07-01
AC00255,P017,142158.6,25,2026-07-01
AC00255,P036,113726.88,20,2026-07-01
AC00255,P058,113726.88,20,2026-07-01
AC00256,P036,243249.16,35,2026-07-01
AC00256,P043,173749.4,25,2026-07-01
AC00256,P045,138999.52,20,2026-07-01
AC00256,P014,138999.52,20,2026-07-01
AC00257,P017,200269.28,35,2026-07-01
AC00257,P020,143049.49,25,2026-07-01
AC00257,P041,114439.59,20,2026-07-01
AC00257,P014,114439.59,20,2026-07-01
AC00258,P026,244773.57,35,2026-07-01
AC00258,P022,174838.26,25,2026-07-01
AC00258,P056,139870.61,20,2026-07-01
AC00258,P020,139870.61,20,2026-07-01
AC00259,P023,201516.52,35,2026-07-01
AC00259,P005,143940.38,25,2026-07-01
AC00259,P021,115152.3,20,2026-07-01
AC00259,P061,115152.3,20,2026-07-01
AC00260,P058,246297.97,35,2026-07-01
AC00260,P062,175927.12,25,2026-07-01
AC00260,P040,140741.7,20,2026-07-01
AC00260,P032,140741.7,20,2026-07-01
AC00261,P054,202763.77,35,2026-07-01
AC00261,P051,144831.26,25,2026-07-01
AC00261,P049,115865.01,20,2026-07-01
AC00261,P055,115865.01,20,2026-07-01
AC00262,P053,247822.38,35,2026-07-01
AC00262,P029,177015.99,25,2026-07-01
AC00262,P020,141612.79,20,2026-07-01
AC00262,P044,141612.79,20,2026-07-01
AC00263,P002,204011.01,35,2026-07-01
AC00263,P018,145722.15,25,2026-07-01
AC00263,P017,116577.72,20,2026-07-01
AC00263,P039,116577.72,20,2026-07-01
AC00264,P008,249346.79,35,2026-07-01
AC00264,P055,178104.85,25,2026-07-01
AC00264,P030,142483.88,20,2026-07-01
AC00264,P048,142483.88,20,2026-07-01
AC00265,P018,205258.25,35,2026-07-01
AC00265,P004,146613.04,25,2026-07-01
AC00265,P051,117290.43,20,2026-07-01
AC00265,P034,117290.43,20,2026-07-01
AC00266,P054,250871.2,35,2026-07-01
AC00266,P024,179193.71,25,2026-07-01
AC00266,P043,143354.97,20,2026-07-01
AC00266,P050,143354.97,20,2026-07-01
AC00267,P061,206505.49,35,2026-07-01
AC00267,P024,147503.92,25,2026-07-01
AC00267,P008,118003.14,20,2026-07-01
AC00267,P025,118003.14,20,2026-07-01
AC00268,P064,252395.61,35,2026-07-01
AC00268,P035,180282.58,25,2026-07-01
AC00268,P054,144226.06,20,2026-07-01
AC00268,P034,144226.06,20,2026-07-01
AC00269,P028,207752.74,35,2026-07-01
AC00269,P022,148394.81,25,2026-07-01
AC00269,P033,118715.85,20,2026-07-01
AC00269,P014,118715.85,20,2026-07-01
AC00270,P017,253920.01,35,2026-07-01
AC00270,P059,181371.44,25,2026-07-01
AC00270,P035,145097.15,20,2026-07-01
AC00270,P012,145097.15,20,2026-07-01
AC00271,P015,208999.98,35,2026-07-01
AC00271,P022,149285.7,25,2026-07-01
AC00271,P026,119428.56,20,2026-07-01
AC00271,P051,119428.56,20,2026-07-01
AC00272,P013,255444.42,35,2026-07-01
AC00272,P016,182460.3,25,2026-07-01
AC00272,P057,145968.24,20,2026-07-01
AC00272,P029,145968.24,20,2026-07-01
AC00273,P021,210247.22,35,2026-07-01
AC00273,P047,150176.59,25,2026-07-01
AC00273,P011,120141.27,20,2026-07-01
AC00273,P006,120141.27,20,2026-07-01
AC00274,P031,256968.83,35,2026-07-01
AC00274,P039,183549.16,25,2026-07-01
AC00274,P030,146839.33,20,2026-07-01
AC00274,P010,146839.33,20,2026-07-01
AC00275,P058,211494.46,35,2026-07-01
AC00275,P064,151067.48,25,2026-07-01
AC00275,P042,120853.98,20,2026-07-01
AC00275,P044,120853.98,20,2026-07-01
AC00276,P046,258493.23,35,2026-07-01
AC00276,P050,184638.02,25,2026-07-01
AC00276,P004,147710.42,20,2026-07-01
AC00276,P038,147710.42,20,2026-07-01
AC00277,P029,212741.71,35,2026-07-01
AC00277,P062,151958.36,25,2026-07-01
AC00277,P061,121566.69,20,2026-07-01
AC00277,P018,121566.69,20,2026-07-01
AC00278,P035,260017.64,35,2026-07-01
AC00278,P008,185726.89,25,2026-07-01
AC00278,P048,148581.51,20,2026-07-01
AC00278,P023,148581.51,20,2026-07-01
AC00279,P012,213988.95,35,2026-07-01
AC00279,P046,152849.25,25,2026-07-01
AC00279,P053,122279.4,20,2026-07-01
AC00279,P003,122279.4,20,2026-07-01
AC00280,P061,261542.05,35,2026-07-01
AC00280,P056,186815.75,25,2026-07-01
AC00280,P002,149452.6,20,2026-07-01
AC00280,P021,149452.6,20,2026-07-01
AC00281,P024,215236.19,35,2026-07-01
AC00281,P004,153740.14,25,2026-07-01
AC00281,P020,122992.11,20,2026-07-01
AC00281,P003,122992.11,20,2026-07-01
AC00282,P003,263066.46,35,2026-07-01
AC00282,P060,187904.61,25,2026-07-01
AC00282,P044,150323.69,20,2026-07-01
AC00282,P024,150323.69,20,2026-07-01
AC00283,P055,216483.43,35,2026-07-01
AC00283,P054,154631.02,25,2026-07-01
AC00283,P028,123704.82,20,2026-07-01
AC00283,P002,123704.82,20,2026-07-01
AC00284,P044,264590.86,35,2026-07-01
AC00284,P059,188993.48,25,2026-07-01
AC00284,P032,151194.78,20,2026-07-01
AC00284,P004,151194.78,20,2026-07-01
AC00285,P059,217730.68,35,2026-07-01
AC00285,P041,155521.91,25,2026-07-01
AC00285,P021,124417.53,20,2026-07-01
AC00285,P012,124417.53,20,2026-07-01
AC00286,P028,266115.27,35,2026-07-01
AC00286,P039,190082.34,25,2026-07-01
AC00286,P015,152065.87,20,2026-07-01
AC00286,P055,152065.87,20,2026-07-01
AC00287,P012,218977.92,35,2026-07-01
AC00287,P037,156412.8,25,2026-07-01
AC00287,P026,125130.24,20,2026-07-01
AC00287,P036,125130.24,20,2026-07-01
AC00288,P003,267639.68,35,2026-07-01
AC00288,P023,191171.2,25,2026-07-01
AC00288,P021,152936.96,20,2026-07-01
AC00288,P010,152936.96,20,2026-07-01
AC00289,P027,220225.16,35,2026-07-01
AC00289,P002,157303.69,25,2026-07-01
AC00289,P037,125842.95,20,2026-07-01
AC00289,P024,125842.95,20,2026-07-01
AC00290,P040,269164.09,35,2026-07-01
AC00290,P015,192260.06,25,2026-07-01
AC00290,P043,153808.05,20,2026-07-01
AC00290,P056,153808.05,20,2026-07-01
AC00291,P037,221472.4,35,2026-07-01
AC00291,P051,158194.58,25,2026-07-01
AC00291,P024,126555.66,20,2026-07-01
AC00291,P060,126555.66,20,2026-07-01
AC00292,P030,270688.49,35,2026-07-01
AC00292,P015,193348.92,25,2026-07-01
AC00292,P055,154679.14,20,2026-07-01
AC00292,P029,154679.14,20,2026-07-01
AC00293,P045,222719.65,35,2026-07-01
AC00293,P014,159085.46,25,2026-07-01
AC00293,P017,127268.37,20,2026-07-01
AC00293,P025,127268.37,20,2026-07-01
AC00294,P058,272212.9,35,2026-07-01
AC00294,P028,194437.79,25,2026-07-01
AC00294,P038,155550.23,20,2026-07-01
AC00294,P055,155550.23,20,2026-07-01
AC00295,P038,223966.89,35,2026-07-01
AC00295,P040,159976.35,25,2026-07-01
AC00295,P003,127981.08,20,2026-07-01
AC00295,P035,127981.08,20,2026-07-01
AC00296,P055,273737.31,35,2026-07-01
AC00296,P045,195526.65,25,2026-07-01
AC00296,P048,156421.32,20,2026-07-01
AC00296,P011,156421.32,20,2026-07-01
AC00297,P014,225214.13,35,2026-07-01
AC00297,P031,160867.24,25,2026-07-01
AC00297,P027,128693.79,20,2026-07-01
AC00297,P037,128693.79,20,2026-07-01
AC00298,P002,275261.72,35,2026-07-01
AC00298,P049,196615.51,25,2026-07-01
AC00298,P045,157292.41,20,2026-07-01
AC00298,P044,157292.41,20,2026-07-01
AC00299,P002,226461.38,35,2026-07-01
AC00299,P044,161758.12,25,2026-07-01
AC00299,P009,129406.5,20,2026-07-01
AC00299,P055,129406.5,20,2026-07-01
AC00300,P051,276786.12,35,2026-07-01
AC00300,P003,197704.38,25,2026-07-01
AC00300,P023,158163.5,20,2026-07-01
AC00300,P007,158163.5,20,2026-07-01
AC00301,P025,227708.62,35,2026-07-01
AC00301,P038,162649.01,25,2026-07-01
AC00301,P058,130119.21,20,2026-07-01
AC00301,P003,130119.21,20,2026-07-01
AC00302,P023,278310.53,35,2026-07-01
AC00302,P003,198793.24,25,2026-07-01
AC00302,P037,159034.59,20,2026-07-01
AC00302,P041,159034.59,20,2026-07-01
AC00303,P014,228955.86,35,2026-07-01
AC00303,P011,163539.9,25,2026-07-01
AC00303,P043,130831.92,20,2026-07-01
AC00303,P032,130831.92,20,2026-07-01
AC00304,P034,279834.94,35,2026-07-01
AC00304,P030,199882.1,25,2026-07-01
AC00304,P023,159905.68,20,2026-07-01
AC00304,P024,159905.68,20,2026-07-01
AC00305,P031,230203.1,35,2026-07-01
AC00305,P055,164430.79,25,2026-07-01
AC00305,P042,131544.63,20,2026-07-01
AC00305,P023,131544.63,20,2026-07-01
AC00306,P058,281359.35,35,2026-07-01
AC00306,P018,200970.96,25,2026-07-01
AC00306,P060,160776.77,20,2026-07-01
AC00306,P003,160776.77,20,2026-07-01
AC00307,P011,231450.34,35,2026-07-01
AC00307,P015,165321.67,25,2026-07-01
AC00307,P057,132257.34,20,2026-07-01
AC00307,P058,132257.34,20,2026-07-01
AC00308,P003,282883.76,35,2026-07-01
AC00308,P027,202059.83,25,2026-07-01
AC00308,P023,161647.86,20,2026-07-01
AC00308,P053,161647.86,20,2026-07-01
AC00309,P031,232697.59,35,2026-07-01
AC00309,P024,166212.56,25,2026-07-01
AC00309,P020,132970.05,20,2026-07-01
AC00309,P038,132970.05,20,2026-07-01
AC00310,P033,284408.16,35,2026-07-01
AC00310,P063,203148.69,25,2026-07-01
AC00310,P021,162518.95,20,2026-07-01
AC00310,P023,162518.95,20,2026-07-01
AC00311,P013,233944.83,35,2026-07-01
AC00311,P016,167103.45,25,2026-07-01
AC00311,P036,133682.76,20,2026-07-01
AC00311,P063,133682.76,20,2026-07-01
AC00312,P004,285932.57,35,2026-07-01
AC00312,P016,204237.55,25,2026-07-01
AC00312,P026,163390.04,20,2026-07-01
AC00312,P041,163390.04,20,2026-07-01
AC00313,P022,235192.07,35,2026-07-01
AC00313,P007,167994.34,25,2026-07-01
AC00313,P044,134395.47,20,2026-07-01
AC00313,P032,134395.47,20,2026-07-01
AC00314,P035,287456.98,35,2026-07-01
AC00314,P013,205326.41,25,2026-07-01
AC00314,P050,164261.13,20,2026-07-01
AC00314,P041,164261.13,20,2026-07-01
AC00315,P022,236439.32,35,2026-07-01
AC00315,P038,168885.23,25,2026-07-01
AC00315,P039,135108.18,20,2026-07-01
AC00315,P059,135108.18,20,2026-07-01
AC00316,P041,288981.38,35,2026-07-01
AC00316,P005,206415.27,25,2026-07-01
AC00316,P029,165132.22,20,2026-07-01
AC00316,P021,165132.22,20,2026-07-01
AC00317,P060,237686.56,35,2026-07-01
AC00317,P008,169776.11,25,2026-07-01
AC00317,P035,135820.89,20,2026-07-01
AC00317,P059,135820.89,20,2026-07-01
AC00318,P030,290505.79,35,2026-07-01
