opportunity_id,opportunity_type,title,description,score,priority,status,created_ts,advisor_id,household_id,prediction_id
OPP00000141,CRM Engagement Gap,CRM Engagement Gap for ADV0047,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.6336,Medium,Open,2025-12-31 00:00:00,ADV0047,HH00673,PRED00000186
OPP00000142,Managed Account Expansion,Managed Account Expansion for ADV0047,"Detected managed account expansion opportunity using features, CRM and graph context.",0.9173,Low,Open,2025-12-31 00:00:00,ADV0047,HH00669,PRED00000187
OPP00000143,AUM Retention,AUM Retention for ADV0047,"Detected aum retention opportunity using features, CRM and graph context.",0.6407,Low,Open,2025-12-31 00:00:00,ADV0047,HH00668,PRED00000188
OPP00000144,NNM Growth,NNM Growth for ADV0047,"Detected nnm growth opportunity using features, CRM and graph context.",0.5197,High,Open,2025-12-31 00:00:00,ADV0047,HH00671,PRED00000185
OPP00000145,AGP Goal Recovery,AGP Goal Recovery for ADV0048,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.6529,Low,Open,2025-12-31 00:00:00,ADV0048,HH00687,PRED00000191
OPP00000146,NNM Growth,NNM Growth for ADV0048,"Detected nnm growth opportunity using features, CRM and graph context.",0.577,High,Open,2025-12-31 00:00:00,ADV0048,HH00684,PRED00000192
OPP00000147,AGP Goal Recovery,AGP Goal Recovery for ADV0048,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.9584,Low,Open,2025-12-31 00:00:00,ADV0048,HH00679,PRED00000190
OPP00000148,NNM Growth,NNM Growth for ADV0049,"Detected nnm growth opportunity using features, CRM and graph context.",0.6091,Medium,Open,2025-12-31 00:00:00,ADV0049,HH00693,PRED00000194
OPP00000149,CRM Engagement Gap,CRM Engagement Gap for ADV0049,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.7339,High,Open,2025-12-31 00:00:00,ADV0049,HH00690,PRED00000194
OPP00000150,AGP Goal Recovery,AGP Goal Recovery for ADV0050,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.8959,Low,Open,2025-12-31 00:00:00,ADV0050,HH00706,PRED00000200
OPP00000151,AGP Goal Recovery,AGP Goal Recovery for ADV0050,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.7671,High,Open,2025-12-31 00:00:00,ADV0050,HH00702,PRED00000200
OPP00000152,AGP Goal Recovery,AGP Goal Recovery for ADV0050,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.5156,High,Open,2025-12-31 00:00:00,ADV0050,HH00705,PRED00000200
OPP00000153,Managed Account Expansion,Managed Account Expansion for ADV0050,"Detected managed account expansion opportunity using features, CRM and graph context.",0.9225,High,Open,2025-12-31 00:00:00,ADV0050,HH00708,PRED00000197
OPP00000154,AUM Retention,AUM Retention for ADV0051,"Detected aum retention opportunity using features, CRM and graph context.",0.778,High,Open,2025-12-31 00:00:00,ADV0051,HH00719,PRED00000201
OPP00000155,CRM Engagement Gap,CRM Engagement Gap for ADV0051,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.7283,Medium,Open,2025-12-31 00:00:00,ADV0051,HH00715,PRED00000202
OPP00000156,CRM Engagement Gap,CRM Engagement Gap for ADV0051,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.6458,Low,Open,2025-12-31 00:00:00,ADV0051,HH00710,PRED00000204
OPP00000157,NNM Growth,NNM Growth for ADV0052,"Detected nnm growth opportunity using features, CRM and graph context.",0.9141,High,Open,2025-12-31 00:00:00,ADV0052,HH00727,PRED00000205
OPP00000158,Managed Account Expansion,Managed Account Expansion for ADV0052,"Detected managed account expansion opportunity using features, CRM and graph context.",0.7502,Medium,Open,2025-12-31 00:00:00,ADV0052,HH00728,PRED00000208
OPP00000159,AGP Goal Recovery,AGP Goal Recovery for ADV0052,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.9122,Low,Open,2025-12-31 00:00:00,ADV0052,HH00728,PRED00000207
OPP00000160,AGP Goal Recovery,AGP Goal Recovery for ADV0053,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.4633,Medium,Open,2025-12-31 00:00:00,ADV0053,HH00735,PRED00000212
OPP00000161,NNM Growth,NNM Growth for ADV0053,"Detected nnm growth opportunity using features, CRM and graph context.",0.7371,Low,Open,2025-12-31 00:00:00,ADV0053,HH00737,PRED00000209
OPP00000162,CRM Engagement Gap,CRM Engagement Gap for ADV0054,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.4937,High,Open,2025-12-31 00:00:00,ADV0054,HH00754,PRED00000213
OPP00000163,CRM Engagement Gap,CRM Engagement Gap for ADV0054,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.8457,Low,Open,2025-12-31 00:00:00,ADV0054,HH00754,PRED00000216
OPP00000164,Managed Account Expansion,Managed Account Expansion for ADV0055,"Detected managed account expansion opportunity using features, CRM and graph context.",0.5844,High,Open,2025-12-31 00:00:00,ADV0055,HH00773,PRED00000220
OPP00000165,Managed Account Expansion,Managed Account Expansion for ADV0055,"Detected managed account expansion opportunity using features, CRM and graph context.",0.7562,Medium,Open,2025-12-31 00:00:00,ADV0055,HH00774,PRED00000217
OPP00000166,Managed Account Expansion,Managed Account Expansion for ADV0056,"Detected managed account expansion opportunity using features, CRM and graph context.",0.5921,Medium,Open,2025-12-31 00:00:00,ADV0056,HH00784,PRED00000223
OPP00000167,AGP Goal Recovery,AGP Goal Recovery for ADV0056,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.5847,Medium,Open,2025-12-31 00:00:00,ADV0056,HH00790,PRED00000222
OPP00000168,AGP Goal Recovery,AGP Goal Recovery for ADV0057,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.9025,High,Open,2025-12-31 00:00:00,ADV0057,HH00796,PRED00000225
OPP00000169,Managed Account Expansion,Managed Account Expansion for ADV0057,"Detected managed account expansion opportunity using features, CRM and graph context.",0.7224,Medium,Open,2025-12-31 00:00:00,ADV0057,HH00796,PRED00000228
OPP00000170,CRM Engagement Gap,CRM Engagement Gap for ADV0058,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.7333,Low,Open,2025-12-31 00:00:00,ADV0058,HH00821,PRED00000231
OPP00000171,AGP Goal Recovery,AGP Goal Recovery for ADV0058,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.6347,High,Open,2025-12-31 00:00:00,ADV0058,HH00818,PRED00000229
OPP00000172,AUM Retention,AUM Retention for ADV0058,"Detected aum retention opportunity using features, CRM and graph context.",0.6856,High,Open,2025-12-31 00:00:00,ADV0058,HH00820,PRED00000231
OPP00000173,Managed Account Expansion,Managed Account Expansion for ADV0058,"Detected managed account expansion opportunity using features, CRM and graph context.",0.6991,High,Open,2025-12-31 00:00:00,ADV0058,HH00824,PRED00000230
OPP00000174,Managed Account Expansion,Managed Account Expansion for ADV0059,"Detected managed account expansion opportunity using features, CRM and graph context.",0.5863,Low,Open,2025-12-31 00:00:00,ADV0059,HH00827,PRED00000236
OPP00000175,NNM Growth,NNM Growth for ADV0059,"Detected nnm growth opportunity using features, CRM and graph context.",0.7889,High,Open,2025-12-31 00:00:00,ADV0059,HH00829,PRED00000234
OPP00000176,AGP Goal Recovery,AGP Goal Recovery for ADV0059,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.8004,Low,Open,2025-12-31 00:00:00,ADV0059,HH00835,PRED00000233
OPP00000177,Managed Account Expansion,Managed Account Expansion for ADV0060,"Detected managed account expansion opportunity using features, CRM and graph context.",0.8805,High,Open,2025-12-31 00:00:00,ADV0060,HH00856,PRED00000239
OPP00000178,CRM Engagement Gap,CRM Engagement Gap for ADV0060,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.8979,Low,Open,2025-12-31 00:00:00,ADV0060,HH00843,PRED00000238
OPP00000179,Managed Account Expansion,Managed Account Expansion for ADV0061,"Detected managed account expansion opportunity using features, CRM and graph context.",0.5922,Low,Open,2025-12-31 00:00:00,ADV0061,HH00863,PRED00000242
OPP00000180,CRM Engagement Gap,CRM Engagement Gap for ADV0061,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5237,Low,Open,2025-12-31 00:00:00,ADV0061,HH00857,PRED00000242
OPP00000181,Managed Account Expansion,Managed Account Expansion for ADV0061,"Detected managed account expansion opportunity using features, CRM and graph context.",0.9039,Medium,Open,2025-12-31 00:00:00,ADV0061,HH00860,PRED00000242
OPP00000182,Managed Account Expansion,Managed Account Expansion for ADV0062,"Detected managed account expansion opportunity using features, CRM and graph context.",0.8568,Medium,Open,2025-12-31 00:00:00,ADV0062,HH00879,PRED00000245
OPP00000183,Managed Account Expansion,Managed Account Expansion for ADV0062,"Detected managed account expansion opportunity using features, CRM and graph context.",0.9385,High,Open,2025-12-31 00:00:00,ADV0062,HH00888,PRED00000246
OPP00000184,AUM Retention,AUM Retention for ADV0062,"Detected aum retention opportunity using features, CRM and graph context.",0.4741,Medium,Open,2025-12-31 00:00:00,ADV0062,HH00882,PRED00000246
OPP00000185,NNM Growth,NNM Growth for ADV0063,"Detected nnm growth opportunity using features, CRM and graph context.",0.6013,Medium,Open,2025-12-31 00:00:00,ADV0063,HH00894,PRED00000252
OPP00000186,CRM Engagement Gap,CRM Engagement Gap for ADV0063,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5394,High,Open,2025-12-31 00:00:00,ADV0063,HH00902,PRED00000249
OPP00000187,NNM Growth,NNM Growth for ADV0063,"Detected nnm growth opportunity using features, CRM and graph context.",0.8142,Low,Open,2025-12-31 00:00:00,ADV0063,HH00895,PRED00000250
OPP00000188,AGP Goal Recovery,AGP Goal Recovery for ADV0063,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.7181,Low,Open,2025-12-31 00:00:00,ADV0063,HH00890,PRED00000252
OPP00000189,AUM Retention,AUM Retention for ADV0064,"Detected aum retention opportunity using features, CRM and graph context.",0.5591,High,Open,2025-12-31 00:00:00,ADV0064,HH00908,PRED00000254
OPP00000190,NNM Growth,NNM Growth for ADV0064,"Detected nnm growth opportunity using features, CRM and graph context.",0.6978,Medium,Open,2025-12-31 00:00:00,ADV0064,HH00912,PRED00000256
OPP00000191,AGP Goal Recovery,AGP Goal Recovery for ADV0064,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.9214,Low,Open,2025-12-31 00:00:00,ADV0064,HH00908,PRED00000255
OPP00000192,AGP Goal Recovery,AGP Goal Recovery for ADV0065,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.466,Medium,Open,2025-12-31 00:00:00,ADV0065,HH00928,PRED00000260
OPP00000193,AUM Retention,AUM Retention for ADV0065,"Detected aum retention opportunity using features, CRM and graph context.",0.9262,High,Open,2025-12-31 00:00:00,ADV0065,HH00921,PRED00000260
OPP00000194,AUM Retention,AUM Retention for ADV0066,"Detected aum retention opportunity using features, CRM and graph context.",0.5306,Medium,Open,2025-12-31 00:00:00,ADV0066,HH00939,PRED00000264
OPP00000195,AUM Retention,AUM Retention for ADV0066,"Detected aum retention opportunity using features, CRM and graph context.",0.7493,High,Open,2025-12-31 00:00:00,ADV0066,HH00942,PRED00000263
OPP00000196,NNM Growth,NNM Growth for ADV0066,"Detected nnm growth opportunity using features, CRM and graph context.",0.8296,Low,Open,2025-12-31 00:00:00,ADV0066,HH00942,PRED00000264
OPP00000197,AUM Retention,AUM Retention for ADV0067,"Detected aum retention opportunity using features, CRM and graph context.",0.6928,Medium,Open,2025-12-31 00:00:00,ADV0067,HH00959,PRED00000267
OPP00000198,AGP Goal Recovery,AGP Goal Recovery for ADV0067,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.8267,High,Open,2025-12-31 00:00:00,ADV0067,HH00947,PRED00000268
OPP00000199,AUM Retention,AUM Retention for ADV0068,"Detected aum retention opportunity using features, CRM and graph context.",0.787,High,Open,2025-12-31 00:00:00,ADV0068,HH00969,PRED00000269
OPP00000200,CRM Engagement Gap,CRM Engagement Gap for ADV0068,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.619,Medium,Open,2025-12-31 00:00:00,ADV0068,HH00978,PRED00000269
OPP00000201,CRM Engagement Gap,CRM Engagement Gap for ADV0069,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.4616,High,Open,2025-12-31 00:00:00,ADV0069,HH00983,PRED00000275
OPP00000202,NNM Growth,NNM Growth for ADV0069,"Detected nnm growth opportunity using features, CRM and graph context.",0.6731,Low,Open,2025-12-31 00:00:00,ADV0069,HH00989,PRED00000275
OPP00000203,NNM Growth,NNM Growth for ADV0069,"Detected nnm growth opportunity using features, CRM and graph context.",0.688,High,Open,2025-12-31 00:00:00,ADV0069,HH00984,PRED00000275
OPP00000204,NNM Growth,NNM Growth for ADV0069,"Detected nnm growth opportunity using features, CRM and graph context.",0.5994,Medium,Open,2025-12-31 00:00:00,ADV0069,HH00983,PRED00000274
OPP00000205,AUM Retention,AUM Retention for ADV0070,"Detected aum retention opportunity using features, CRM and graph context.",0.564,Medium,Open,2025-12-31 00:00:00,ADV0070,HH00997,PRED00000278
OPP00000206,CRM Engagement Gap,CRM Engagement Gap for ADV0070,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.9284,High,Open,2025-12-31 00:00:00,ADV0070,HH00997,PRED00000280
OPP00000207,Managed Account Expansion,Managed Account Expansion for ADV0070,"Detected managed account expansion opportunity using features, CRM and graph context.",0.9566,Low,Open,2025-12-31 00:00:00,ADV0070,HH01005,PRED00000277
OPP00000208,AGP Goal Recovery,AGP Goal Recovery for ADV0071,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.889,Medium,Open,2025-12-31 00:00:00,ADV0071,HH01016,PRED00000281
OPP00000209,CRM Engagement Gap,CRM Engagement Gap for ADV0071,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.6167,Low,Open,2025-12-31 00:00:00,ADV0071,HH01007,PRED00000282
OPP00000210,NNM Growth,NNM Growth for ADV0071,"Detected nnm growth opportunity using features, CRM and graph context.",0.6978,High,Open,2025-12-31 00:00:00,ADV0071,HH01020,PRED00000282
OPP00000211,AGP Goal Recovery,AGP Goal Recovery for ADV0071,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.935,Low,Open,2025-12-31 00:00:00,ADV0071,HH01015,PRED00000281
OPP00000212,AUM Retention,AUM Retention for ADV0072,"Detected aum retention opportunity using features, CRM and graph context.",0.4689,High,Open,2025-12-31 00:00:00,ADV0072,HH01026,PRED00000285
OPP00000213,AGP Goal Recovery,AGP Goal Recovery for ADV0072,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.4548,Medium,Open,2025-12-31 00:00:00,ADV0072,HH01029,PRED00000288
OPP00000214,AGP Goal Recovery,AGP Goal Recovery for ADV0073,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.8186,Medium,Open,2025-12-31 00:00:00,ADV0073,HH01033,PRED00000289
OPP00000215,AUM Retention,AUM Retention for ADV0073,"Detected aum retention opportunity using features, CRM and graph context.",0.7786,Low,Open,2025-12-31 00:00:00,ADV0073,HH01039,PRED00000290
OPP00000216,AGP Goal Recovery,AGP Goal Recovery for ADV0073,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.9334,High,Open,2025-12-31 00:00:00,ADV0073,HH01040,PRED00000290
OPP00000217,Managed Account Expansion,Managed Account Expansion for ADV0073,"Detected managed account expansion opportunity using features, CRM and graph context.",0.8348,Low,Open,2025-12-31 00:00:00,ADV0073,HH01036,PRED00000291
OPP00000218,NNM Growth,NNM Growth for ADV0074,"Detected nnm growth opportunity using features, CRM and graph context.",0.8744,Low,Open,2025-12-31 00:00:00,ADV0074,HH01052,PRED00000293
OPP00000219,Managed Account Expansion,Managed Account Expansion for ADV0074,"Detected managed account expansion opportunity using features, CRM and graph context.",0.7441,High,Open,2025-12-31 00:00:00,ADV0074,HH01045,PRED00000296
OPP00000220,NNM Growth,NNM Growth for ADV0074,"Detected nnm growth opportunity using features, CRM and graph context.",0.5257,High,Open,2025-12-31 00:00:00,ADV0074,HH01049,PRED00000295
OPP00000221,AUM Retention,AUM Retention for ADV0074,"Detected aum retention opportunity using features, CRM and graph context.",0.6157,Medium,Open,2025-12-31 00:00:00,ADV0074,HH01052,PRED00000293
OPP00000222,AGP Goal Recovery,AGP Goal Recovery for ADV0075,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.6531,High,Open,2025-12-31 00:00:00,ADV0075,HH01053,PRED00000299
OPP00000223,NNM Growth,NNM Growth for ADV0075,"Detected nnm growth opportunity using features, CRM and graph context.",0.4971,Low,Open,2025-12-31 00:00:00,ADV0075,HH01060,PRED00000300
OPP00000224,CRM Engagement Gap,CRM Engagement Gap for ADV0076,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5693,Medium,Open,2025-12-31 00:00:00,ADV0076,HH01068,PRED00000304
OPP00000225,AUM Retention,AUM Retention for ADV0076,"Detected aum retention opportunity using features, CRM and graph context.",0.7498,Low,Open,2025-12-31 00:00:00,ADV0076,HH01074,PRED00000301
OPP00000226,NNM Growth,NNM Growth for ADV0076,"Detected nnm growth opportunity using features, CRM and graph context.",0.9538,Low,Open,2025-12-31 00:00:00,ADV0076,HH01065,PRED00000304
OPP00000227,NNM Growth,NNM Growth for ADV0076,"Detected nnm growth opportunity using features, CRM and graph context.",0.8481,Medium,Open,2025-12-31 00:00:00,ADV0076,HH01063,PRED00000301
OPP00000228,NNM Growth,NNM Growth for ADV0077,"Detected nnm growth opportunity using features, CRM and graph context.",0.7376,High,Open,2025-12-31 00:00:00,ADV0077,HH01080,PRED00000306
OPP00000229,AGP Goal Recovery,AGP Goal Recovery for ADV0077,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.4615,Medium,Open,2025-12-31 00:00:00,ADV0077,HH01088,PRED00000305
OPP00000230,AGP Goal Recovery,AGP Goal Recovery for ADV0077,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.7373,Medium,Open,2025-12-31 00:00:00,ADV0077,HH01082,PRED00000305
OPP00000231,CRM Engagement Gap,CRM Engagement Gap for ADV0077,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.6714,Low,Open,2025-12-31 00:00:00,ADV0077,HH01084,PRED00000307
OPP00000232,AUM Retention,AUM Retention for ADV0078,"Detected aum retention opportunity using features, CRM and graph context.",0.7251,Medium,Open,2025-12-31 00:00:00,ADV0078,HH01100,PRED00000312
OPP00000233,NNM Growth,NNM Growth for ADV0078,"Detected nnm growth opportunity using features, CRM and graph context.",0.6143,Low,Open,2025-12-31 00:00:00,ADV0078,HH01109,PRED00000311
OPP00000234,CRM Engagement Gap,CRM Engagement Gap for ADV0078,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.7342,Medium,Open,2025-12-31 00:00:00,ADV0078,HH01095,PRED00000309
OPP00000235,Managed Account Expansion,Managed Account Expansion for ADV0078,"Detected managed account expansion opportunity using features, CRM and graph context.",0.8347,High,Open,2025-12-31 00:00:00,ADV0078,HH01094,PRED00000311
OPP00000236,AUM Retention,AUM Retention for ADV0079,"Detected aum retention opportunity using features, CRM and graph context.",0.8494,Medium,Open,2025-12-31 00:00:00,ADV0079,HH01111,PRED00000314
OPP00000237,AGP Goal Recovery,AGP Goal Recovery for ADV0079,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.5044,Low,Open,2025-12-31 00:00:00,ADV0079,HH01113,PRED00000316
OPP00000238,CRM Engagement Gap,CRM Engagement Gap for ADV0079,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.6991,Medium,Open,2025-12-31 00:00:00,ADV0079,HH01110,PRED00000315
OPP00000239,AGP Goal Recovery,AGP Goal Recovery for ADV0079,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.6834,High,Open,2025-12-31 00:00:00,ADV0079,HH01111,PRED00000316
OPP00000240,NNM Growth,NNM Growth for ADV0080,"Detected nnm growth opportunity using features, CRM and graph context.",0.7151,Medium,Open,2025-12-31 00:00:00,ADV0080,HH01134,PRED00000317
OPP00000241,AGP Goal Recovery,AGP Goal Recovery for ADV0080,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.7802,Low,Open,2025-12-31 00:00:00,ADV0080,HH01126,PRED00000317
OPP00000242,NNM Growth,NNM Growth for ADV0080,"Detected nnm growth opportunity using features, CRM and graph context.",0.5418,High,Open,2025-12-31 00:00:00,ADV0080,HH01125,PRED00000318
OPP00000243,AUM Retention,AUM Retention for ADV0080,"Detected aum retention opportunity using features, CRM and graph context.",0.6893,Low,Open,2025-12-31 00:00:00,ADV0080,HH01132,PRED00000317
OPP00000244,Managed Account Expansion,Managed Account Expansion for ADV0081,"Detected managed account expansion opportunity using features, CRM and graph context.",0.6522,Medium,Open,2025-12-31 00:00:00,ADV0081,HH01147,PRED00000324
OPP00000245,CRM Engagement Gap,CRM Engagement Gap for ADV0081,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.7981,Medium,Open,2025-12-31 00:00:00,ADV0081,HH01144,PRED00000324
OPP00000246,CRM Engagement Gap,CRM Engagement Gap for ADV0081,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.656,Medium,Open,2025-12-31 00:00:00,ADV0081,HH01146,PRED00000321
OPP00000247,CRM Engagement Gap,CRM Engagement Gap for ADV0081,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.4819,Low,Open,2025-12-31 00:00:00,ADV0081,HH01145,PRED00000324
OPP00000248,CRM Engagement Gap,CRM Engagement Gap for ADV0082,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.6222,Low,Open,2025-12-31 00:00:00,ADV0082,HH01158,PRED00000326
OPP00000249,AGP Goal Recovery,AGP Goal Recovery for ADV0082,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.6722,Low,Open,2025-12-31 00:00:00,ADV0082,HH01160,PRED00000325
OPP00000250,CRM Engagement Gap,CRM Engagement Gap for ADV0082,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.6452,Low,Open,2025-12-31 00:00:00,ADV0082,HH01153,PRED00000327
OPP00000251,AGP Goal Recovery,AGP Goal Recovery for ADV0083,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.5601,Low,Open,2025-12-31 00:00:00,ADV0083,HH01178,PRED00000329
OPP00000252,AUM Retention,AUM Retention for ADV0083,"Detected aum retention opportunity using features, CRM and graph context.",0.7075,Medium,Open,2025-12-31 00:00:00,ADV0083,HH01184,PRED00000329
OPP00000253,CRM Engagement Gap,CRM Engagement Gap for ADV0083,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.857,High,Open,2025-12-31 00:00:00,ADV0083,HH01182,PRED00000331
OPP00000254,Managed Account Expansion,Managed Account Expansion for ADV0083,"Detected managed account expansion opportunity using features, CRM and graph context.",0.503,High,Open,2025-12-31 00:00:00,ADV0083,HH01182,PRED00000331
OPP00000255,NNM Growth,NNM Growth for ADV0084,"Detected nnm growth opportunity using features, CRM and graph context.",0.7353,Low,Open,2025-12-31 00:00:00,ADV0084,HH01194,PRED00000336
OPP00000256,AGP Goal Recovery,AGP Goal Recovery for ADV0084,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.6293,High,Open,2025-12-31 00:00:00,ADV0084,HH01185,PRED00000336
OPP00000257,AUM Retention,AUM Retention for ADV0084,"Detected aum retention opportunity using features, CRM and graph context.",0.4721,High,Open,2025-12-31 00:00:00,ADV0084,HH01187,PRED00000336
OPP00000258,AGP Goal Recovery,AGP Goal Recovery for ADV0085,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.4943,Medium,Open,2025-12-31 00:00:00,ADV0085,HH01204,PRED00000339
OPP00000259,NNM Growth,NNM Growth for ADV0085,"Detected nnm growth opportunity using features, CRM and graph context.",0.4782,High,Open,2025-12-31 00:00:00,ADV0085,HH01204,PRED00000339
OPP00000260,Managed Account Expansion,Managed Account Expansion for ADV0085,"Detected managed account expansion opportunity using features, CRM and graph context.",0.799,High,Open,2025-12-31 00:00:00,ADV0085,HH01200,PRED00000337
OPP00000261,AUM Retention,AUM Retention for ADV0085,"Detected aum retention opportunity using features, CRM and graph context.",0.6863,High,Open,2025-12-31 00:00:00,ADV0085,HH01204,PRED00000338
OPP00000262,NNM Growth,NNM Growth for ADV0086,"Detected nnm growth opportunity using features, CRM and graph context.",0.8927,Low,Open,2025-12-31 00:00:00,ADV0086,HH01220,PRED00000344
OPP00000263,NNM Growth,NNM Growth for ADV0086,"Detected nnm growth opportunity using features, CRM and graph context.",0.8059,Medium,Open,2025-12-31 00:00:00,ADV0086,HH01223,PRED00000342
OPP00000264,AGP Goal Recovery,AGP Goal Recovery for ADV0086,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.8945,Low,Open,2025-12-31 00:00:00,ADV0086,HH01221,PRED00000343
OPP00000265,AGP Goal Recovery,AGP Goal Recovery for ADV0087,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.8093,High,Open,2025-12-31 00:00:00,ADV0087,HH01228,PRED00000345
OPP00000266,AGP Goal Recovery,AGP Goal Recovery for ADV0087,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.5399,Low,Open,2025-12-31 00:00:00,ADV0087,HH01227,PRED00000345
OPP00000267,AGP Goal Recovery,AGP Goal Recovery for ADV0087,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.5446,High,Open,2025-12-31 00:00:00,ADV0087,HH01229,PRED00000348
OPP00000268,CRM Engagement Gap,CRM Engagement Gap for ADV0088,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.642,Low,Open,2025-12-31 00:00:00,ADV0088,HH01244,PRED00000349
OPP00000269,Managed Account Expansion,Managed Account Expansion for ADV0088,"Detected managed account expansion opportunity using features, CRM and graph context.",0.4571,Medium,Open,2025-12-31 00:00:00,ADV0088,HH01248,PRED00000351
OPP00000270,NNM Growth,NNM Growth for ADV0088,"Detected nnm growth opportunity using features, CRM and graph context.",0.6397,High,Open,2025-12-31 00:00:00,ADV0088,HH01244,PRED00000352
OPP00000271,AUM Retention,AUM Retention for ADV0089,"Detected aum retention opportunity using features, CRM and graph context.",0.6221,Low,Open,2025-12-31 00:00:00,ADV0089,HH01258,PRED00000353
OPP00000272,NNM Growth,NNM Growth for ADV0089,"Detected nnm growth opportunity using features, CRM and graph context.",0.9214,High,Open,2025-12-31 00:00:00,ADV0089,HH01270,PRED00000355
OPP00000273,AGP Goal Recovery,AGP Goal Recovery for ADV0089,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.7762,Medium,Open,2025-12-31 00:00:00,ADV0089,HH01266,PRED00000353
OPP00000274,AUM Retention,AUM Retention for ADV0089,"Detected aum retention opportunity using features, CRM and graph context.",0.7138,Low,Open,2025-12-31 00:00:00,ADV0089,HH01259,PRED00000355
OPP00000275,AUM Retention,AUM Retention for ADV0090,"Detected aum retention opportunity using features, CRM and graph context.",0.796,High,Open,2025-12-31 00:00:00,ADV0090,HH01274,PRED00000357
OPP00000276,Managed Account Expansion,Managed Account Expansion for ADV0090,"Detected managed account expansion opportunity using features, CRM and graph context.",0.7653,High,Open,2025-12-31 00:00:00,ADV0090,HH01277,PRED00000357
OPP00000277,NNM Growth,NNM Growth for ADV0090,"Detected nnm growth opportunity using features, CRM and graph context.",0.6874,Medium,Open,2025-12-31 00:00:00,ADV0090,HH01276,PRED00000357
OPP00000278,CRM Engagement Gap,CRM Engagement Gap for ADV0091,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.6024,Medium,Open,2025-12-31 00:00:00,ADV0091,HH01283,PRED00000361
OPP00000279,CRM Engagement Gap,CRM Engagement Gap for ADV0091,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5153,Low,Open,2025-12-31 00:00:00,ADV0091,HH01296,PRED00000363
OPP00000280,CRM Engagement Gap,CRM Engagement Gap for ADV0091,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.6782,Low,Open,2025-12-31 00:00:00,ADV0091,HH01287,PRED00000364
