feature_snapshot_id,entity_type,entity_id,feature_group,feature_json,feature_version,snapshot_ts,status,advisor_id
FEAT00000096,Advisor,ADV0096,advisor_growth_features,"{""revenue_ltm"": 81263.9, ""nnm_ltm"": 340965.75, ""managed_revenue_pct"": 27.63, ""crm_activity_count"": 36, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0096
FEAT00000097,Advisor,ADV0097,advisor_growth_features,"{""revenue_ltm"": 66562.23, ""nnm_ltm"": 47466.33, ""managed_revenue_pct"": 25.61, ""crm_activity_count"": 63, ""household_count"": 15, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0097
FEAT00000098,Advisor,ADV0098,advisor_growth_features,"{""revenue_ltm"": 206630.86, ""nnm_ltm"": -516644.56, ""managed_revenue_pct"": 26.78, ""crm_activity_count"": 44, ""household_count"": 15, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0098
FEAT00000099,Advisor,ADV0099,advisor_growth_features,"{""revenue_ltm"": 10079.55, ""nnm_ltm"": -27717.33, ""managed_revenue_pct"": 27.87, ""crm_activity_count"": 37, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0099
FEAT00000100,Advisor,ADV0100,advisor_growth_features,"{""revenue_ltm"": 175062.92, ""nnm_ltm"": 136854.97, ""managed_revenue_pct"": 24.43, ""crm_activity_count"": 55, ""household_count"": 13, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0100
FEAT00000101,Advisor,ADV0101,advisor_growth_features,"{""revenue_ltm"": 38323.28, ""nnm_ltm"": -30969.49, ""managed_revenue_pct"": 30.45, ""crm_activity_count"": 35, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0101
FEAT00000102,Advisor,ADV0102,advisor_growth_features,"{""revenue_ltm"": 254676.54, ""nnm_ltm"": 1533258.46, ""managed_revenue_pct"": 27.43, ""crm_activity_count"": 64, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0102
FEAT00000103,Advisor,ADV0103,advisor_growth_features,"{""revenue_ltm"": 257142.72, ""nnm_ltm"": 517110.83, ""managed_revenue_pct"": 25.24, ""crm_activity_count"": 67, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0103
FEAT00000104,Advisor,ADV0104,advisor_growth_features,"{""revenue_ltm"": 77004.38, ""nnm_ltm"": -776783.43, ""managed_revenue_pct"": 26.28, ""crm_activity_count"": 37, ""household_count"": 15, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0104
FEAT00000105,Advisor,ADV0105,advisor_growth_features,"{""revenue_ltm"": 299461.28, ""nnm_ltm"": 489374.36, ""managed_revenue_pct"": 30.39, ""crm_activity_count"": 38, ""household_count"": 14, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0105
FEAT00000106,Advisor,ADV0106,advisor_growth_features,"{""revenue_ltm"": 69292.58, ""nnm_ltm"": 720021.61, ""managed_revenue_pct"": 29.03, ""crm_activity_count"": 35, ""household_count"": 13, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0106
FEAT00000107,Advisor,ADV0107,advisor_growth_features,"{""revenue_ltm"": 259213.25, ""nnm_ltm"": 3867416.43, ""managed_revenue_pct"": 25.06, ""crm_activity_count"": 58, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0107
FEAT00000108,Advisor,ADV0108,advisor_growth_features,"{""revenue_ltm"": 50448.77, ""nnm_ltm"": 28459.11, ""managed_revenue_pct"": 27.62, ""crm_activity_count"": 35, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0108
FEAT00000109,Advisor,ADV0109,advisor_growth_features,"{""revenue_ltm"": 82722.53, ""nnm_ltm"": -260540.87, ""managed_revenue_pct"": 24.13, ""crm_activity_count"": 49, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0109
FEAT00000110,Advisor,ADV0110,advisor_growth_features,"{""revenue_ltm"": 110367.28, ""nnm_ltm"": 150243.79, ""managed_revenue_pct"": 27.2, ""crm_activity_count"": 54, ""household_count"": 17, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0110
FEAT00000111,Advisor,ADV0111,advisor_growth_features,"{""revenue_ltm"": 190061.63, ""nnm_ltm"": 1427242.07, ""managed_revenue_pct"": 27.46, ""crm_activity_count"": 57, ""household_count"": 14, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0111
FEAT00000112,Advisor,ADV0112,advisor_growth_features,"{""revenue_ltm"": 104365.66, ""nnm_ltm"": 760069.43, ""managed_revenue_pct"": 28.76, ""crm_activity_count"": 49, ""household_count"": 15, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0112
FEAT00000113,Advisor,ADV0113,advisor_growth_features,"{""revenue_ltm"": 58074.41, ""nnm_ltm"": 131565.94, ""managed_revenue_pct"": 27.77, ""crm_activity_count"": 46, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0113
FEAT00000114,Advisor,ADV0114,advisor_growth_features,"{""revenue_ltm"": 56909.13, ""nnm_ltm"": 58319.16, ""managed_revenue_pct"": 27.88, ""crm_activity_count"": 67, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0114
FEAT00000115,Advisor,ADV0115,advisor_growth_features,"{""revenue_ltm"": 35977.75, ""nnm_ltm"": 5894.79, ""managed_revenue_pct"": 26.3, ""crm_activity_count"": 63, ""household_count"": 14, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0115
FEAT00000116,Advisor,ADV0116,advisor_growth_features,"{""revenue_ltm"": 179262.04, ""nnm_ltm"": -702087.99, ""managed_revenue_pct"": 28.67, ""crm_activity_count"": 48, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0116
FEAT00000117,Advisor,ADV0117,advisor_growth_features,"{""revenue_ltm"": 5731.94, ""nnm_ltm"": 35516.24, ""managed_revenue_pct"": 27.41, ""crm_activity_count"": 55, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0117
FEAT00000118,Advisor,ADV0118,advisor_growth_features,"{""revenue_ltm"": 109017.15, ""nnm_ltm"": -214793.12, ""managed_revenue_pct"": 26.46, ""crm_activity_count"": 58, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0118
FEAT00000119,Advisor,ADV0119,advisor_growth_features,"{""revenue_ltm"": 152880.49, ""nnm_ltm"": 1252752.21, ""managed_revenue_pct"": 33.26, ""crm_activity_count"": 70, ""household_count"": 17, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0119
FEAT00000120,Advisor,ADV0120,advisor_growth_features,"{""revenue_ltm"": 91914.58, ""nnm_ltm"": 394500.0, ""managed_revenue_pct"": 25.59, ""crm_activity_count"": 66, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0120
FEAT00000121,Advisor,ADV0121,advisor_growth_features,"{""revenue_ltm"": 253401.86, ""nnm_ltm"": -51236.18, ""managed_revenue_pct"": 30.42, ""crm_activity_count"": 56, ""household_count"": 16, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0121
FEAT00000122,Advisor,ADV0122,advisor_growth_features,"{""revenue_ltm"": 17350.06, ""nnm_ltm"": 68533.04, ""managed_revenue_pct"": 27.3, ""crm_activity_count"": 53, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0122
FEAT00000123,Advisor,ADV0123,advisor_growth_features,"{""revenue_ltm"": 279378.08, ""nnm_ltm"": -1593494.3, ""managed_revenue_pct"": 26.89, ""crm_activity_count"": 58, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0123
FEAT00000124,Advisor,ADV0124,advisor_growth_features,"{""revenue_ltm"": 90940.52, ""nnm_ltm"": -892854.75, ""managed_revenue_pct"": 25.53, ""crm_activity_count"": 69, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0124
FEAT00000125,Advisor,ADV0125,advisor_growth_features,"{""revenue_ltm"": 30740.54, ""nnm_ltm"": -69308.27, ""managed_revenue_pct"": 24.82, ""crm_activity_count"": 55, ""household_count"": 17, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0125
FEAT00000126,Advisor,ADV0126,advisor_growth_features,"{""revenue_ltm"": 199812.12, ""nnm_ltm"": 369345.17, ""managed_revenue_pct"": 25.45, ""crm_activity_count"": 67, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0126
FEAT00000127,Advisor,ADV0127,advisor_growth_features,"{""revenue_ltm"": 114275.04, ""nnm_ltm"": -428841.98, ""managed_revenue_pct"": 27.51, ""crm_activity_count"": 58, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0127
FEAT00000128,Advisor,ADV0128,advisor_growth_features,"{""revenue_ltm"": 176803.36, ""nnm_ltm"": -244817.4, ""managed_revenue_pct"": 27.25, ""crm_activity_count"": 60, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0128
FEAT00000129,Advisor,ADV0129,advisor_growth_features,"{""revenue_ltm"": 88554.95, ""nnm_ltm"": 574238.66, ""managed_revenue_pct"": 27.83, ""crm_activity_count"": 37, ""household_count"": 16, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0129
FEAT00000130,Advisor,ADV0130,advisor_growth_features,"{""revenue_ltm"": 220660.18, ""nnm_ltm"": -1339165.96, ""managed_revenue_pct"": 27.79, ""crm_activity_count"": 64, ""household_count"": 13, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0130
FEAT00000131,Advisor,ADV0131,advisor_growth_features,"{""revenue_ltm"": 221591.93, ""nnm_ltm"": 320245.72, ""managed_revenue_pct"": 29.86, ""crm_activity_count"": 57, ""household_count"": 13, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0131
FEAT00000132,Advisor,ADV0132,advisor_growth_features,"{""revenue_ltm"": 105039.2, ""nnm_ltm"": 899709.29, ""managed_revenue_pct"": 23.08, ""crm_activity_count"": 65, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0132
FEAT00000133,Advisor,ADV0133,advisor_growth_features,"{""revenue_ltm"": 129974.88, ""nnm_ltm"": 572331.77, ""managed_revenue_pct"": 29.87, ""crm_activity_count"": 54, ""household_count"": 13, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0133
FEAT00000134,Advisor,ADV0134,advisor_growth_features,"{""revenue_ltm"": 133328.31, ""nnm_ltm"": -1072724.02, ""managed_revenue_pct"": 30.73, ""crm_activity_count"": 53, ""household_count"": 17, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0134
FEAT00000135,Advisor,ADV0135,advisor_growth_features,"{""revenue_ltm"": 66282.06, ""nnm_ltm"": -211369.43, ""managed_revenue_pct"": 25.28, ""crm_activity_count"": 63, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0135
FEAT00000136,Advisor,ADV0136,advisor_growth_features,"{""revenue_ltm"": 57566.95, ""nnm_ltm"": -43815.68, ""managed_revenue_pct"": 27.64, ""crm_activity_count"": 55, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0136
FEAT00000137,Advisor,ADV0137,advisor_growth_features,"{""revenue_ltm"": 80524.37, ""nnm_ltm"": -10211.3, ""managed_revenue_pct"": 23.79, ""crm_activity_count"": 69, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0137
FEAT00000138,Advisor,ADV0138,advisor_growth_features,"{""revenue_ltm"": 376923.88, ""nnm_ltm"": -1265467.53, ""managed_revenue_pct"": 28.8, ""crm_activity_count"": 60, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0138
FEAT00000139,Advisor,ADV0139,advisor_growth_features,"{""revenue_ltm"": 17801.85, ""nnm_ltm"": -12719.21, ""managed_revenue_pct"": 27.12, ""crm_activity_count"": 44, ""household_count"": 16, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0139
FEAT00000140,Advisor,ADV0140,advisor_growth_features,"{""revenue_ltm"": 76519.7, ""nnm_ltm"": 124733.15, ""managed_revenue_pct"": 29.55, ""crm_activity_count"": 64, ""household_count"": 13, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0140
FEAT00000141,Advisor,ADV0141,advisor_growth_features,"{""revenue_ltm"": 44745.92, ""nnm_ltm"": 45268.63, ""managed_revenue_pct"": 29.61, ""crm_activity_count"": 36, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0141
FEAT00000142,Advisor,ADV0142,advisor_growth_features,"{""revenue_ltm"": 74278.83, ""nnm_ltm"": 491700.34, ""managed_revenue_pct"": 27.41, ""crm_activity_count"": 68, ""household_count"": 16, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0142
FEAT00000143,Advisor,ADV0143,advisor_growth_features,"{""revenue_ltm"": 328933.98, ""nnm_ltm"": -1327488.5, ""managed_revenue_pct"": 27.79, ""crm_activity_count"": 42, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0143
FEAT00000144,Advisor,ADV0144,advisor_growth_features,"{""revenue_ltm"": 158955.81, ""nnm_ltm"": 367840.53, ""managed_revenue_pct"": 26.73, ""crm_activity_count"": 66, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0144
FEAT00000145,Advisor,ADV0145,advisor_growth_features,"{""revenue_ltm"": 121464.25, ""nnm_ltm"": -221450.68, ""managed_revenue_pct"": 32.31, ""crm_activity_count"": 57, ""household_count"": 14, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0145
FEAT00000146,Advisor,ADV0146,advisor_growth_features,"{""revenue_ltm"": 29988.59, ""nnm_ltm"": -186282.85, ""managed_revenue_pct"": 31.66, ""crm_activity_count"": 47, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0146
FEAT00000147,Advisor,ADV0147,advisor_growth_features,"{""revenue_ltm"": 68707.66, ""nnm_ltm"": -1418171.88, ""managed_revenue_pct"": 28.08, ""crm_activity_count"": 68, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0147
FEAT00000148,Advisor,ADV0148,advisor_growth_features,"{""revenue_ltm"": 58186.95, ""nnm_ltm"": -219684.75, ""managed_revenue_pct"": 29.63, ""crm_activity_count"": 54, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0148
FEAT00000149,Advisor,ADV0149,advisor_growth_features,"{""revenue_ltm"": 122326.81, ""nnm_ltm"": -397569.19, ""managed_revenue_pct"": 29.83, ""crm_activity_count"": 46, ""household_count"": 14, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0149
FEAT00000150,Advisor,ADV0150,advisor_growth_features,"{""revenue_ltm"": 81947.76, ""nnm_ltm"": -359204.19, ""managed_revenue_pct"": 28.18, ""crm_activity_count"": 48, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0150
FEAT00000151,Advisor,ADV0151,advisor_growth_features,"{""revenue_ltm"": 171059.67, ""nnm_ltm"": 878748.39, ""managed_revenue_pct"": 27.83, ""crm_activity_count"": 66, ""household_count"": 13, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0151
FEAT00000152,Advisor,ADV0152,advisor_growth_features,"{""revenue_ltm"": 117227.35, ""nnm_ltm"": -157415.39, ""managed_revenue_pct"": 29.16, ""crm_activity_count"": 52, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0152
FEAT00000153,Advisor,ADV0153,advisor_growth_features,"{""revenue_ltm"": 168306.39, ""nnm_ltm"": 509670.04, ""managed_revenue_pct"": 27.09, ""crm_activity_count"": 36, ""household_count"": 15, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0153
FEAT00000154,Advisor,ADV0154,advisor_growth_features,"{""revenue_ltm"": 185283.83, ""nnm_ltm"": -213975.77, ""managed_revenue_pct"": 27.27, ""crm_activity_count"": 51, ""household_count"": 13, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0154
FEAT00000155,Advisor,ADV0155,advisor_growth_features,"{""revenue_ltm"": 236487.42, ""nnm_ltm"": -436304.54, ""managed_revenue_pct"": 26.4, ""crm_activity_count"": 35, ""household_count"": 10, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0155
FEAT00000156,Advisor,ADV0156,advisor_growth_features,"{""revenue_ltm"": 268818.53, ""nnm_ltm"": 3871911.21, ""managed_revenue_pct"": 27.09, ""crm_activity_count"": 47, ""household_count"": 14, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0156
FEAT00000157,Advisor,ADV0157,advisor_growth_features,"{""revenue_ltm"": 132659.7, ""nnm_ltm"": -1512827.47, ""managed_revenue_pct"": 24.71, ""crm_activity_count"": 36, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0157
FEAT00000158,Advisor,ADV0158,advisor_growth_features,"{""revenue_ltm"": 108480.22, ""nnm_ltm"": 636090.78, ""managed_revenue_pct"": 31.26, ""crm_activity_count"": 46, ""household_count"": 12, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0158
FEAT00000159,Advisor,ADV0159,advisor_growth_features,"{""revenue_ltm"": 198086.07, ""nnm_ltm"": 1172921.87, ""managed_revenue_pct"": 26.27, ""crm_activity_count"": 38, ""household_count"": 14, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0159
FEAT00000160,Advisor,ADV0160,advisor_growth_features,"{""revenue_ltm"": 39271.04, ""nnm_ltm"": 40708.83, ""managed_revenue_pct"": 24.02, ""crm_activity_count"": 64, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0160
FEAT00000161,Advisor,ADV0161,advisor_growth_features,"{""revenue_ltm"": 597775.15, ""nnm_ltm"": 489356.54, ""managed_revenue_pct"": 29.84, ""crm_activity_count"": 48, ""household_count"": 17, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0161
FEAT00000162,Advisor,ADV0162,advisor_growth_features,"{""revenue_ltm"": 46341.12, ""nnm_ltm"": 164918.94, ""managed_revenue_pct"": 29.97, ""crm_activity_count"": 40, ""household_count"": 17, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0162
FEAT00000163,Advisor,ADV0163,advisor_growth_features,"{""revenue_ltm"": 238843.67, ""nnm_ltm"": 324072.32, ""managed_revenue_pct"": 27.9, ""crm_activity_count"": 49, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0163
FEAT00000164,Advisor,ADV0164,advisor_growth_features,"{""revenue_ltm"": 218105.59, ""nnm_ltm"": -970994.41, ""managed_revenue_pct"": 32.08, ""crm_activity_count"": 51, ""household_count"": 18, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0164
FEAT00000165,Advisor,ADV0165,advisor_growth_features,"{""revenue_ltm"": 58740.88, ""nnm_ltm"": 28756.04, ""managed_revenue_pct"": 23.09, ""crm_activity_count"": 41, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0165
FEAT00000166,Advisor,ADV0166,advisor_growth_features,"{""revenue_ltm"": 34526.34, ""nnm_ltm"": 19505.74, ""managed_revenue_pct"": 26.93, ""crm_activity_count"": 63, ""household_count"": 15, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0166
FEAT00000167,Advisor,ADV0167,advisor_growth_features,"{""revenue_ltm"": 246408.04, ""nnm_ltm"": -744344.97, ""managed_revenue_pct"": 27.21, ""crm_activity_count"": 69, ""household_count"": 11, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0167
FEAT00000168,Advisor,ADV0168,advisor_growth_features,"{""revenue_ltm"": 34420.75, ""nnm_ltm"": -406316.06, ""managed_revenue_pct"": 32.21, ""crm_activity_count"": 43, ""household_count"": 16, ""agp_enrolled"": false}",1.0,2025-12-31 00:00:00,Active,ADV0168
