similarity_id,source_entity_type,source_entity_id,target_entity_type,target_entity_id,similarity_type,similarity_score,explanation,created_ts,source_advisor_id,target_advisor_id
SIM00000138,Advisor,ADV0046,Advisor,ADV0035,Advisor Peer Similarity,0.7602,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0046,ADV0035
SIM00000139,Advisor,ADV0047,Advisor,ADV0043,Advisor Peer Similarity,0.6965,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0047,ADV0043
SIM00000140,Advisor,ADV0047,Advisor,ADV0005,Advisor Peer Similarity,0.8187,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0047,ADV0005
SIM00000141,Advisor,ADV0047,Advisor,ADV0027,Advisor Peer Similarity,0.7256,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0047,ADV0027
SIM00000142,Advisor,ADV0048,Advisor,ADV0111,Advisor Peer Similarity,0.7597,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0048,ADV0111
SIM00000143,Advisor,ADV0048,Advisor,ADV0100,Advisor Peer Similarity,0.822,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0048,ADV0100
SIM00000144,Advisor,ADV0048,Advisor,ADV0058,Advisor Peer Similarity,0.7781,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0048,ADV0058
SIM00000145,Advisor,ADV0049,Advisor,ADV0004,Advisor Peer Similarity,0.9281,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0049,ADV0004
SIM00000146,Advisor,ADV0049,Advisor,ADV0166,Advisor Peer Similarity,0.8333,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0049,ADV0166
SIM00000147,Advisor,ADV0049,Advisor,ADV0069,Advisor Peer Similarity,0.7073,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0049,ADV0069
SIM00000148,Advisor,ADV0050,Advisor,ADV0114,Advisor Peer Similarity,0.9321,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0050,ADV0114
SIM00000149,Advisor,ADV0050,Advisor,ADV0140,Advisor Peer Similarity,0.9399,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0050,ADV0140
SIM00000150,Advisor,ADV0050,Advisor,ADV0116,Advisor Peer Similarity,0.9342,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0050,ADV0116
SIM00000151,Advisor,ADV0051,Advisor,ADV0130,Advisor Peer Similarity,0.7552,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0051,ADV0130
SIM00000152,Advisor,ADV0051,Advisor,ADV0127,Advisor Peer Similarity,0.8028,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0051,ADV0127
SIM00000153,Advisor,ADV0051,Advisor,ADV0089,Advisor Peer Similarity,0.7956,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0051,ADV0089
SIM00000154,Advisor,ADV0052,Advisor,ADV0168,Advisor Peer Similarity,0.6949,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0052,ADV0168
SIM00000155,Advisor,ADV0052,Advisor,ADV0149,Advisor Peer Similarity,0.9504,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0052,ADV0149
SIM00000156,Advisor,ADV0052,Advisor,ADV0051,Advisor Peer Similarity,0.6969,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0052,ADV0051
SIM00000157,Advisor,ADV0053,Advisor,ADV0136,Advisor Peer Similarity,0.8769,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0053,ADV0136
SIM00000158,Advisor,ADV0053,Advisor,ADV0148,Advisor Peer Similarity,0.7607,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0053,ADV0148
SIM00000159,Advisor,ADV0053,Advisor,ADV0068,Advisor Peer Similarity,0.9195,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0053,ADV0068
SIM00000160,Advisor,ADV0054,Advisor,ADV0043,Advisor Peer Similarity,0.7563,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0054,ADV0043
SIM00000161,Advisor,ADV0054,Advisor,ADV0084,Advisor Peer Similarity,0.7897,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0054,ADV0084
SIM00000162,Advisor,ADV0054,Advisor,ADV0102,Advisor Peer Similarity,0.8787,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0054,ADV0102
SIM00000163,Advisor,ADV0055,Advisor,ADV0026,Advisor Peer Similarity,0.8456,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0055,ADV0026
SIM00000164,Advisor,ADV0055,Advisor,ADV0124,Advisor Peer Similarity,0.9401,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0055,ADV0124
SIM00000165,Advisor,ADV0055,Advisor,ADV0083,Advisor Peer Similarity,0.8085,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0055,ADV0083
SIM00000166,Advisor,ADV0056,Advisor,ADV0022,Advisor Peer Similarity,0.8416,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0056,ADV0022
SIM00000167,Advisor,ADV0056,Advisor,ADV0131,Advisor Peer Similarity,0.9075,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0056,ADV0131
SIM00000168,Advisor,ADV0056,Advisor,ADV0105,Advisor Peer Similarity,0.7577,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0056,ADV0105
SIM00000169,Advisor,ADV0057,Advisor,ADV0092,Advisor Peer Similarity,0.752,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0057,ADV0092
SIM00000170,Advisor,ADV0057,Advisor,ADV0136,Advisor Peer Similarity,0.9235,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0057,ADV0136
SIM00000171,Advisor,ADV0057,Advisor,ADV0090,Advisor Peer Similarity,0.8921,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0057,ADV0090
SIM00000172,Advisor,ADV0058,Advisor,ADV0079,Advisor Peer Similarity,0.6903,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0058,ADV0079
SIM00000173,Advisor,ADV0058,Advisor,ADV0037,Advisor Peer Similarity,0.8506,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0058,ADV0037
SIM00000174,Advisor,ADV0058,Advisor,ADV0153,Advisor Peer Similarity,0.891,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0058,ADV0153
SIM00000175,Advisor,ADV0059,Advisor,ADV0152,Advisor Peer Similarity,0.7585,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0059,ADV0152
SIM00000176,Advisor,ADV0059,Advisor,ADV0159,Advisor Peer Similarity,0.8176,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0059,ADV0159
SIM00000177,Advisor,ADV0059,Advisor,ADV0094,Advisor Peer Similarity,0.691,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0059,ADV0094
SIM00000178,Advisor,ADV0060,Advisor,ADV0168,Advisor Peer Similarity,0.7805,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0060,ADV0168
SIM00000179,Advisor,ADV0060,Advisor,ADV0085,Advisor Peer Similarity,0.7429,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0060,ADV0085
SIM00000180,Advisor,ADV0060,Advisor,ADV0160,Advisor Peer Similarity,0.9155,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0060,ADV0160
SIM00000181,Advisor,ADV0061,Advisor,ADV0128,Advisor Peer Similarity,0.8678,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0061,ADV0128
SIM00000182,Advisor,ADV0061,Advisor,ADV0117,Advisor Peer Similarity,0.8879,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0061,ADV0117
SIM00000183,Advisor,ADV0061,Advisor,ADV0060,Advisor Peer Similarity,0.8031,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0061,ADV0060
SIM00000184,Advisor,ADV0062,Advisor,ADV0008,Advisor Peer Similarity,0.798,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0062,ADV0008
SIM00000185,Advisor,ADV0062,Advisor,ADV0054,Advisor Peer Similarity,0.87,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0062,ADV0054
SIM00000186,Advisor,ADV0062,Advisor,ADV0095,Advisor Peer Similarity,0.8166,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0062,ADV0095
SIM00000187,Advisor,ADV0063,Advisor,ADV0090,Advisor Peer Similarity,0.861,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0063,ADV0090
SIM00000188,Advisor,ADV0063,Advisor,ADV0097,Advisor Peer Similarity,0.8173,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0063,ADV0097
SIM00000189,Advisor,ADV0063,Advisor,ADV0013,Advisor Peer Similarity,0.8967,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0063,ADV0013
SIM00000190,Advisor,ADV0064,Advisor,ADV0109,Advisor Peer Similarity,0.6544,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0064,ADV0109
SIM00000191,Advisor,ADV0064,Advisor,ADV0152,Advisor Peer Similarity,0.8649,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0064,ADV0152
SIM00000192,Advisor,ADV0064,Advisor,ADV0138,Advisor Peer Similarity,0.6834,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0064,ADV0138
SIM00000193,Advisor,ADV0065,Advisor,ADV0014,Advisor Peer Similarity,0.7957,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0065,ADV0014
SIM00000194,Advisor,ADV0065,Advisor,ADV0010,Advisor Peer Similarity,0.7628,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0065,ADV0010
SIM00000195,Advisor,ADV0065,Advisor,ADV0074,Advisor Peer Similarity,0.6698,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0065,ADV0074
SIM00000196,Advisor,ADV0066,Advisor,ADV0141,Advisor Peer Similarity,0.9173,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0066,ADV0141
SIM00000197,Advisor,ADV0066,Advisor,ADV0163,Advisor Peer Similarity,0.6555,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0066,ADV0163
SIM00000198,Advisor,ADV0066,Advisor,ADV0087,Advisor Peer Similarity,0.8062,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0066,ADV0087
SIM00000199,Advisor,ADV0067,Advisor,ADV0098,Advisor Peer Similarity,0.7111,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0067,ADV0098
SIM00000200,Advisor,ADV0067,Advisor,ADV0144,Advisor Peer Similarity,0.7734,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0067,ADV0144
SIM00000201,Advisor,ADV0067,Advisor,ADV0065,Advisor Peer Similarity,0.7747,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0067,ADV0065
SIM00000202,Advisor,ADV0068,Advisor,ADV0073,Advisor Peer Similarity,0.7899,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0068,ADV0073
SIM00000203,Advisor,ADV0068,Advisor,ADV0013,Advisor Peer Similarity,0.9402,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0068,ADV0013
SIM00000204,Advisor,ADV0068,Advisor,ADV0032,Advisor Peer Similarity,0.9548,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0068,ADV0032
SIM00000205,Advisor,ADV0069,Advisor,ADV0155,Advisor Peer Similarity,0.8234,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0069,ADV0155
SIM00000206,Advisor,ADV0069,Advisor,ADV0110,Advisor Peer Similarity,0.6972,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0069,ADV0110
SIM00000207,Advisor,ADV0069,Advisor,ADV0147,Advisor Peer Similarity,0.7163,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0069,ADV0147
SIM00000208,Advisor,ADV0070,Advisor,ADV0005,Advisor Peer Similarity,0.703,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0070,ADV0005
SIM00000209,Advisor,ADV0070,Advisor,ADV0017,Advisor Peer Similarity,0.6558,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0070,ADV0017
SIM00000210,Advisor,ADV0070,Advisor,ADV0153,Advisor Peer Similarity,0.753,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0070,ADV0153
SIM00000211,Advisor,ADV0071,Advisor,ADV0095,Advisor Peer Similarity,0.7503,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0071,ADV0095
SIM00000212,Advisor,ADV0071,Advisor,ADV0002,Advisor Peer Similarity,0.9297,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0071,ADV0002
SIM00000213,Advisor,ADV0071,Advisor,ADV0114,Advisor Peer Similarity,0.7153,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0071,ADV0114
SIM00000214,Advisor,ADV0072,Advisor,ADV0024,Advisor Peer Similarity,0.9274,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0072,ADV0024
SIM00000215,Advisor,ADV0072,Advisor,ADV0091,Advisor Peer Similarity,0.8232,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0072,ADV0091
SIM00000216,Advisor,ADV0072,Advisor,ADV0096,Advisor Peer Similarity,0.7326,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0072,ADV0096
SIM00000217,Advisor,ADV0073,Advisor,ADV0168,Advisor Peer Similarity,0.6788,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0073,ADV0168
SIM00000218,Advisor,ADV0073,Advisor,ADV0055,Advisor Peer Similarity,0.742,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0073,ADV0055
SIM00000219,Advisor,ADV0073,Advisor,ADV0164,Advisor Peer Similarity,0.6677,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0073,ADV0164
SIM00000220,Advisor,ADV0074,Advisor,ADV0087,Advisor Peer Similarity,0.9023,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0074,ADV0087
SIM00000221,Advisor,ADV0074,Advisor,ADV0062,Advisor Peer Similarity,0.8596,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0074,ADV0062
SIM00000222,Advisor,ADV0074,Advisor,ADV0160,Advisor Peer Similarity,0.69,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0074,ADV0160
SIM00000223,Advisor,ADV0075,Advisor,ADV0022,Advisor Peer Similarity,0.8816,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0075,ADV0022
SIM00000224,Advisor,ADV0075,Advisor,ADV0048,Advisor Peer Similarity,0.6989,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0075,ADV0048
SIM00000225,Advisor,ADV0075,Advisor,ADV0070,Advisor Peer Similarity,0.7227,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0075,ADV0070
SIM00000226,Advisor,ADV0076,Advisor,ADV0089,Advisor Peer Similarity,0.9271,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0076,ADV0089
SIM00000227,Advisor,ADV0076,Advisor,ADV0012,Advisor Peer Similarity,0.7695,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0076,ADV0012
SIM00000228,Advisor,ADV0076,Advisor,ADV0022,Advisor Peer Similarity,0.8801,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0076,ADV0022
SIM00000229,Advisor,ADV0077,Advisor,ADV0022,Advisor Peer Similarity,0.7132,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0077,ADV0022
SIM00000230,Advisor,ADV0077,Advisor,ADV0141,Advisor Peer Similarity,0.6999,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0077,ADV0141
SIM00000231,Advisor,ADV0077,Advisor,ADV0069,Advisor Peer Similarity,0.759,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0077,ADV0069
SIM00000232,Advisor,ADV0078,Advisor,ADV0056,Advisor Peer Similarity,0.9415,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0078,ADV0056
SIM00000233,Advisor,ADV0078,Advisor,ADV0069,Advisor Peer Similarity,0.7938,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0078,ADV0069
SIM00000234,Advisor,ADV0078,Advisor,ADV0048,Advisor Peer Similarity,0.8701,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0078,ADV0048
SIM00000235,Advisor,ADV0079,Advisor,ADV0166,Advisor Peer Similarity,0.6741,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0079,ADV0166
SIM00000236,Advisor,ADV0079,Advisor,ADV0065,Advisor Peer Similarity,0.7227,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0079,ADV0065
SIM00000237,Advisor,ADV0079,Advisor,ADV0006,Advisor Peer Similarity,0.8169,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0079,ADV0006
SIM00000238,Advisor,ADV0080,Advisor,ADV0038,Advisor Peer Similarity,0.6528,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0080,ADV0038
SIM00000239,Advisor,ADV0080,Advisor,ADV0070,Advisor Peer Similarity,0.6677,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0080,ADV0070
SIM00000240,Advisor,ADV0080,Advisor,ADV0139,Advisor Peer Similarity,0.7807,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0080,ADV0139
SIM00000241,Advisor,ADV0081,Advisor,ADV0121,Advisor Peer Similarity,0.7613,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0081,ADV0121
SIM00000242,Advisor,ADV0081,Advisor,ADV0091,Advisor Peer Similarity,0.8361,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0081,ADV0091
SIM00000243,Advisor,ADV0081,Advisor,ADV0092,Advisor Peer Similarity,0.7785,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0081,ADV0092
SIM00000244,Advisor,ADV0082,Advisor,ADV0151,Advisor Peer Similarity,0.7163,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0082,ADV0151
SIM00000245,Advisor,ADV0082,Advisor,ADV0091,Advisor Peer Similarity,0.8685,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0082,ADV0091
SIM00000246,Advisor,ADV0082,Advisor,ADV0037,Advisor Peer Similarity,0.6681,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0082,ADV0037
SIM00000247,Advisor,ADV0083,Advisor,ADV0014,Advisor Peer Similarity,0.9579,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0083,ADV0014
SIM00000248,Advisor,ADV0083,Advisor,ADV0098,Advisor Peer Similarity,0.9418,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0083,ADV0098
SIM00000249,Advisor,ADV0083,Advisor,ADV0071,Advisor Peer Similarity,0.8288,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0083,ADV0071
SIM00000250,Advisor,ADV0084,Advisor,ADV0053,Advisor Peer Similarity,0.6559,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0084,ADV0053
SIM00000251,Advisor,ADV0084,Advisor,ADV0015,Advisor Peer Similarity,0.9039,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0084,ADV0015
SIM00000252,Advisor,ADV0084,Advisor,ADV0067,Advisor Peer Similarity,0.776,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0084,ADV0067
SIM00000253,Advisor,ADV0085,Advisor,ADV0153,Advisor Peer Similarity,0.9438,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0085,ADV0153
SIM00000254,Advisor,ADV0085,Advisor,ADV0126,Advisor Peer Similarity,0.8745,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0085,ADV0126
SIM00000255,Advisor,ADV0085,Advisor,ADV0088,Advisor Peer Similarity,0.7302,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0085,ADV0088
SIM00000256,Advisor,ADV0086,Advisor,ADV0111,Advisor Peer Similarity,0.7294,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0086,ADV0111
SIM00000257,Advisor,ADV0086,Advisor,ADV0029,Advisor Peer Similarity,0.869,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0086,ADV0029
SIM00000258,Advisor,ADV0086,Advisor,ADV0049,Advisor Peer Similarity,0.9277,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0086,ADV0049
SIM00000259,Advisor,ADV0087,Advisor,ADV0139,Advisor Peer Similarity,0.8099,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0087,ADV0139
SIM00000260,Advisor,ADV0087,Advisor,ADV0067,Advisor Peer Similarity,0.7425,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0087,ADV0067
SIM00000261,Advisor,ADV0087,Advisor,ADV0086,Advisor Peer Similarity,0.9537,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0087,ADV0086
SIM00000262,Advisor,ADV0088,Advisor,ADV0077,Advisor Peer Similarity,0.6755,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0088,ADV0077
SIM00000263,Advisor,ADV0088,Advisor,ADV0137,Advisor Peer Similarity,0.8815,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0088,ADV0137
SIM00000264,Advisor,ADV0088,Advisor,ADV0157,Advisor Peer Similarity,0.779,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0088,ADV0157
SIM00000265,Advisor,ADV0089,Advisor,ADV0069,Advisor Peer Similarity,0.9523,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0089,ADV0069
SIM00000266,Advisor,ADV0089,Advisor,ADV0105,Advisor Peer Similarity,0.7251,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0089,ADV0105
SIM00000267,Advisor,ADV0089,Advisor,ADV0046,Advisor Peer Similarity,0.777,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0089,ADV0046
SIM00000268,Advisor,ADV0090,Advisor,ADV0040,Advisor Peer Similarity,0.9168,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0090,ADV0040
SIM00000269,Advisor,ADV0090,Advisor,ADV0055,Advisor Peer Similarity,0.7338,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0090,ADV0055
SIM00000270,Advisor,ADV0090,Advisor,ADV0017,Advisor Peer Similarity,0.9393,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0090,ADV0017
SIM00000271,Advisor,ADV0091,Advisor,ADV0052,Advisor Peer Similarity,0.7931,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0091,ADV0052
SIM00000272,Advisor,ADV0091,Advisor,ADV0167,Advisor Peer Similarity,0.6547,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0091,ADV0167
SIM00000273,Advisor,ADV0091,Advisor,ADV0064,Advisor Peer Similarity,0.7034,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0091,ADV0064
SIM00000274,Advisor,ADV0092,Advisor,ADV0094,Advisor Peer Similarity,0.815,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0092,ADV0094
SIM00000275,Advisor,ADV0092,Advisor,ADV0168,Advisor Peer Similarity,0.73,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0092,ADV0168
