outcome_id,outcome_type,outcome_value,outcome_summary,created_ts,status,feedback_id
OUT00000248,NNM Impact,29196.22,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000248
OUT00000249,Client Engaged,20199.74,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000249
OUT00000250,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000250
OUT00000251,NNM Impact,4029.8,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000251
OUT00000252,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000252
OUT00000253,NNM Impact,25016.2,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000253
OUT00000254,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000254
OUT00000255,Client Engaged,37187.58,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000255
OUT00000256,Meeting Scheduled,37434.92,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000256
OUT00000257,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000257
OUT00000258,Client Engaged,5242.86,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000258
OUT00000259,Revenue Impact,13103.65,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000259
OUT00000260,Meeting Scheduled,42657.05,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000260
OUT00000261,Meeting Scheduled,11998.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000261
OUT00000262,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000262
OUT00000263,Revenue Impact,22049.78,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000263
OUT00000264,NNM Impact,38908.05,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000264
OUT00000265,NNM Impact,18123.85,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000265
OUT00000266,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000266
OUT00000267,Meeting Scheduled,39779.2,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000267
OUT00000268,Client Engaged,1336.15,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000268
OUT00000269,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000269
OUT00000270,Meeting Scheduled,19321.41,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000270
OUT00000271,Meeting Scheduled,31890.75,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000271
OUT00000272,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000272
OUT00000273,Revenue Impact,12285.88,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000273
OUT00000274,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000274
OUT00000275,Meeting Scheduled,6762.68,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000275
OUT00000276,Client Engaged,10716.07,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000276
OUT00000277,Client Engaged,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000277
OUT00000278,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000278
OUT00000279,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000279
OUT00000280,Meeting Scheduled,12792.61,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000280
OUT00000281,Client Engaged,2812.04,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000281
OUT00000282,NNM Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000282
OUT00000283,Revenue Impact,18526.9,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000283
OUT00000284,Meeting Scheduled,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000284
OUT00000285,NNM Impact,21274.59,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000285
OUT00000286,NNM Impact,13630.46,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000286
OUT00000287,NNM Impact,47384.35,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000287
OUT00000288,Revenue Impact,0.0,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000288
OUT00000289,Meeting Scheduled,13434.4,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000289
OUT00000290,Client Engaged,49428.89,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000290
OUT00000291,Revenue Impact,10697.12,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000291
OUT00000292,Client Engaged,18865.41,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000292
OUT00000293,Revenue Impact,28747.85,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000293
OUT00000294,Client Engaged,3984.85,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000294
OUT00000295,NNM Impact,29026.09,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000295
OUT00000296,NNM Impact,2969.13,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000296
OUT00000297,NNM Impact,33533.19,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000297
OUT00000298,Revenue Impact,13861.69,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000298
OUT00000299,NNM Impact,37027.88,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000299
OUT00000300,Revenue Impact,6550.83,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000300
OUT00000301,Meeting Scheduled,24912.22,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000301
OUT00000302,Revenue Impact,3909.96,Simulated recommendation outcome.,2025-12-31 00:00:00,Active,FDBK00000302
