memory_id,memory_type,scope_type,scope_id,title,summary,facts_json,confidence,valid_from,valid_to,created_ts,source,status,advisor_id
MEM00000157,Advisor Memory,Advisor,ADV0040,Advisor Memory for ADV0040,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0040"", ""managed_revenue_pct"": 29.62, ""crm_activity_count"": 42}",0.9108,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0040
MEM00000158,Revenue Memory,Advisor,ADV0040,Revenue Memory for ADV0040,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0040"", ""managed_revenue_pct"": 29.62, ""crm_activity_count"": 42}",0.8204,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0040
MEM00000159,CRM Memory,Advisor,ADV0040,CRM Memory for ADV0040,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0040"", ""managed_revenue_pct"": 29.62, ""crm_activity_count"": 42}",0.9381,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0040
MEM00000160,Recommendation Memory,Advisor,ADV0040,Recommendation Memory for ADV0040,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0040"", ""managed_revenue_pct"": 29.62, ""crm_activity_count"": 42}",0.9331,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0040
MEM00000161,Advisor Memory,Advisor,ADV0041,Advisor Memory for ADV0041,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0041"", ""managed_revenue_pct"": 27.71, ""crm_activity_count"": 59}",0.7735,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0041
MEM00000162,Revenue Memory,Advisor,ADV0041,Revenue Memory for ADV0041,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0041"", ""managed_revenue_pct"": 27.71, ""crm_activity_count"": 59}",0.8355,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0041
MEM00000163,CRM Memory,Advisor,ADV0041,CRM Memory for ADV0041,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0041"", ""managed_revenue_pct"": 27.71, ""crm_activity_count"": 59}",0.91,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0041
MEM00000164,Recommendation Memory,Advisor,ADV0041,Recommendation Memory for ADV0041,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0041"", ""managed_revenue_pct"": 27.71, ""crm_activity_count"": 59}",0.774,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0041
MEM00000165,Advisor Memory,Advisor,ADV0042,Advisor Memory for ADV0042,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0042"", ""managed_revenue_pct"": 27.34, ""crm_activity_count"": 50}",0.8679,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0042
MEM00000166,Revenue Memory,Advisor,ADV0042,Revenue Memory for ADV0042,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0042"", ""managed_revenue_pct"": 27.34, ""crm_activity_count"": 50}",0.7205,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0042
MEM00000167,CRM Memory,Advisor,ADV0042,CRM Memory for ADV0042,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0042"", ""managed_revenue_pct"": 27.34, ""crm_activity_count"": 50}",0.7886,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0042
MEM00000168,Recommendation Memory,Advisor,ADV0042,Recommendation Memory for ADV0042,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0042"", ""managed_revenue_pct"": 27.34, ""crm_activity_count"": 50}",0.7276,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0042
MEM00000169,Advisor Memory,Advisor,ADV0043,Advisor Memory for ADV0043,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0043"", ""managed_revenue_pct"": 21.56, ""crm_activity_count"": 49}",0.7949,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0043
MEM00000170,Revenue Memory,Advisor,ADV0043,Revenue Memory for ADV0043,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0043"", ""managed_revenue_pct"": 21.56, ""crm_activity_count"": 49}",0.9366,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0043
MEM00000171,CRM Memory,Advisor,ADV0043,CRM Memory for ADV0043,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0043"", ""managed_revenue_pct"": 21.56, ""crm_activity_count"": 49}",0.8302,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0043
MEM00000172,Recommendation Memory,Advisor,ADV0043,Recommendation Memory for ADV0043,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0043"", ""managed_revenue_pct"": 21.56, ""crm_activity_count"": 49}",0.718,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0043
MEM00000173,Advisor Memory,Advisor,ADV0044,Advisor Memory for ADV0044,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0044"", ""managed_revenue_pct"": 34.99, ""crm_activity_count"": 49}",0.9224,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0044
MEM00000174,Revenue Memory,Advisor,ADV0044,Revenue Memory for ADV0044,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0044"", ""managed_revenue_pct"": 34.99, ""crm_activity_count"": 49}",0.7739,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0044
MEM00000175,CRM Memory,Advisor,ADV0044,CRM Memory for ADV0044,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0044"", ""managed_revenue_pct"": 34.99, ""crm_activity_count"": 49}",0.9177,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0044
MEM00000176,Recommendation Memory,Advisor,ADV0044,Recommendation Memory for ADV0044,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0044"", ""managed_revenue_pct"": 34.99, ""crm_activity_count"": 49}",0.9148,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0044
MEM00000177,Advisor Memory,Advisor,ADV0045,Advisor Memory for ADV0045,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0045"", ""managed_revenue_pct"": 28.15, ""crm_activity_count"": 55}",0.9473,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0045
MEM00000178,Revenue Memory,Advisor,ADV0045,Revenue Memory for ADV0045,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0045"", ""managed_revenue_pct"": 28.15, ""crm_activity_count"": 55}",0.8175,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0045
MEM00000179,CRM Memory,Advisor,ADV0045,CRM Memory for ADV0045,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0045"", ""managed_revenue_pct"": 28.15, ""crm_activity_count"": 55}",0.9201,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0045
MEM00000180,Recommendation Memory,Advisor,ADV0045,Recommendation Memory for ADV0045,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0045"", ""managed_revenue_pct"": 28.15, ""crm_activity_count"": 55}",0.893,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0045
MEM00000181,Advisor Memory,Advisor,ADV0046,Advisor Memory for ADV0046,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0046"", ""managed_revenue_pct"": 28.48, ""crm_activity_count"": 53}",0.8286,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0046
MEM00000182,Revenue Memory,Advisor,ADV0046,Revenue Memory for ADV0046,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0046"", ""managed_revenue_pct"": 28.48, ""crm_activity_count"": 53}",0.7287,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0046
MEM00000183,CRM Memory,Advisor,ADV0046,CRM Memory for ADV0046,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0046"", ""managed_revenue_pct"": 28.48, ""crm_activity_count"": 53}",0.9128,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0046
MEM00000184,Recommendation Memory,Advisor,ADV0046,Recommendation Memory for ADV0046,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0046"", ""managed_revenue_pct"": 28.48, ""crm_activity_count"": 53}",0.9153,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0046
MEM00000185,Advisor Memory,Advisor,ADV0047,Advisor Memory for ADV0047,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0047"", ""managed_revenue_pct"": 25.79, ""crm_activity_count"": 55}",0.8031,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0047
MEM00000186,Revenue Memory,Advisor,ADV0047,Revenue Memory for ADV0047,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0047"", ""managed_revenue_pct"": 25.79, ""crm_activity_count"": 55}",0.8133,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0047
MEM00000187,CRM Memory,Advisor,ADV0047,CRM Memory for ADV0047,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0047"", ""managed_revenue_pct"": 25.79, ""crm_activity_count"": 55}",0.8494,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0047
MEM00000188,Recommendation Memory,Advisor,ADV0047,Recommendation Memory for ADV0047,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0047"", ""managed_revenue_pct"": 25.79, ""crm_activity_count"": 55}",0.7289,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0047
MEM00000189,Advisor Memory,Advisor,ADV0048,Advisor Memory for ADV0048,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0048"", ""managed_revenue_pct"": 25.39, ""crm_activity_count"": 58}",0.8826,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0048
MEM00000190,Revenue Memory,Advisor,ADV0048,Revenue Memory for ADV0048,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0048"", ""managed_revenue_pct"": 25.39, ""crm_activity_count"": 58}",0.7603,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0048
MEM00000191,CRM Memory,Advisor,ADV0048,CRM Memory for ADV0048,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0048"", ""managed_revenue_pct"": 25.39, ""crm_activity_count"": 58}",0.7997,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0048
MEM00000192,Recommendation Memory,Advisor,ADV0048,Recommendation Memory for ADV0048,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0048"", ""managed_revenue_pct"": 25.39, ""crm_activity_count"": 58}",0.9306,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0048
MEM00000193,Advisor Memory,Advisor,ADV0049,Advisor Memory for ADV0049,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0049"", ""managed_revenue_pct"": 29.48, ""crm_activity_count"": 39}",0.9201,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0049
MEM00000194,Revenue Memory,Advisor,ADV0049,Revenue Memory for ADV0049,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0049"", ""managed_revenue_pct"": 29.48, ""crm_activity_count"": 39}",0.9257,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0049
MEM00000195,CRM Memory,Advisor,ADV0049,CRM Memory for ADV0049,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0049"", ""managed_revenue_pct"": 29.48, ""crm_activity_count"": 39}",0.9188,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0049
MEM00000196,Recommendation Memory,Advisor,ADV0049,Recommendation Memory for ADV0049,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0049"", ""managed_revenue_pct"": 29.48, ""crm_activity_count"": 39}",0.9129,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0049
MEM00000197,Advisor Memory,Advisor,ADV0050,Advisor Memory for ADV0050,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0050"", ""managed_revenue_pct"": 30.48, ""crm_activity_count"": 36}",0.7165,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0050
MEM00000198,Revenue Memory,Advisor,ADV0050,Revenue Memory for ADV0050,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0050"", ""managed_revenue_pct"": 30.48, ""crm_activity_count"": 36}",0.7808,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0050
MEM00000199,CRM Memory,Advisor,ADV0050,CRM Memory for ADV0050,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0050"", ""managed_revenue_pct"": 30.48, ""crm_activity_count"": 36}",0.949,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0050
MEM00000200,Recommendation Memory,Advisor,ADV0050,Recommendation Memory for ADV0050,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0050"", ""managed_revenue_pct"": 30.48, ""crm_activity_count"": 36}",0.8756,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0050
MEM00000201,Advisor Memory,Advisor,ADV0051,Advisor Memory for ADV0051,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0051"", ""managed_revenue_pct"": 24.84, ""crm_activity_count"": 61}",0.8926,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0051
MEM00000202,Revenue Memory,Advisor,ADV0051,Revenue Memory for ADV0051,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0051"", ""managed_revenue_pct"": 24.84, ""crm_activity_count"": 61}",0.7077,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0051
MEM00000203,CRM Memory,Advisor,ADV0051,CRM Memory for ADV0051,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0051"", ""managed_revenue_pct"": 24.84, ""crm_activity_count"": 61}",0.8451,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0051
MEM00000204,Recommendation Memory,Advisor,ADV0051,Recommendation Memory for ADV0051,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0051"", ""managed_revenue_pct"": 24.84, ""crm_activity_count"": 61}",0.9124,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0051
MEM00000205,Advisor Memory,Advisor,ADV0052,Advisor Memory for ADV0052,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0052"", ""managed_revenue_pct"": 28.82, ""crm_activity_count"": 58}",0.8549,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0052
MEM00000206,Revenue Memory,Advisor,ADV0052,Revenue Memory for ADV0052,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0052"", ""managed_revenue_pct"": 28.82, ""crm_activity_count"": 58}",0.8943,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0052
MEM00000207,CRM Memory,Advisor,ADV0052,CRM Memory for ADV0052,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0052"", ""managed_revenue_pct"": 28.82, ""crm_activity_count"": 58}",0.9075,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0052
MEM00000208,Recommendation Memory,Advisor,ADV0052,Recommendation Memory for ADV0052,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0052"", ""managed_revenue_pct"": 28.82, ""crm_activity_count"": 58}",0.9269,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0052
MEM00000209,Advisor Memory,Advisor,ADV0053,Advisor Memory for ADV0053,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0053"", ""managed_revenue_pct"": 22.9, ""crm_activity_count"": 62}",0.9467,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0053
MEM00000210,Revenue Memory,Advisor,ADV0053,Revenue Memory for ADV0053,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0053"", ""managed_revenue_pct"": 22.9, ""crm_activity_count"": 62}",0.7103,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0053
MEM00000211,CRM Memory,Advisor,ADV0053,CRM Memory for ADV0053,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0053"", ""managed_revenue_pct"": 22.9, ""crm_activity_count"": 62}",0.8717,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0053
MEM00000212,Recommendation Memory,Advisor,ADV0053,Recommendation Memory for ADV0053,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0053"", ""managed_revenue_pct"": 22.9, ""crm_activity_count"": 62}",0.8759,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0053
MEM00000213,Advisor Memory,Advisor,ADV0054,Advisor Memory for ADV0054,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0054"", ""managed_revenue_pct"": 29.7, ""crm_activity_count"": 55}",0.8894,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0054
MEM00000214,Revenue Memory,Advisor,ADV0054,Revenue Memory for ADV0054,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0054"", ""managed_revenue_pct"": 29.7, ""crm_activity_count"": 55}",0.7027,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0054
MEM00000215,CRM Memory,Advisor,ADV0054,CRM Memory for ADV0054,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0054"", ""managed_revenue_pct"": 29.7, ""crm_activity_count"": 55}",0.7671,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0054
MEM00000216,Recommendation Memory,Advisor,ADV0054,Recommendation Memory for ADV0054,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0054"", ""managed_revenue_pct"": 29.7, ""crm_activity_count"": 55}",0.7511,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0054
MEM00000217,Advisor Memory,Advisor,ADV0055,Advisor Memory for ADV0055,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0055"", ""managed_revenue_pct"": 26.62, ""crm_activity_count"": 47}",0.9316,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0055
MEM00000218,Revenue Memory,Advisor,ADV0055,Revenue Memory for ADV0055,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0055"", ""managed_revenue_pct"": 26.62, ""crm_activity_count"": 47}",0.7309,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0055
MEM00000219,CRM Memory,Advisor,ADV0055,CRM Memory for ADV0055,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0055"", ""managed_revenue_pct"": 26.62, ""crm_activity_count"": 47}",0.733,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0055
MEM00000220,Recommendation Memory,Advisor,ADV0055,Recommendation Memory for ADV0055,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0055"", ""managed_revenue_pct"": 26.62, ""crm_activity_count"": 47}",0.846,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0055
MEM00000221,Advisor Memory,Advisor,ADV0056,Advisor Memory for ADV0056,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0056"", ""managed_revenue_pct"": 29.91, ""crm_activity_count"": 69}",0.9123,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0056
MEM00000222,Revenue Memory,Advisor,ADV0056,Revenue Memory for ADV0056,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0056"", ""managed_revenue_pct"": 29.91, ""crm_activity_count"": 69}",0.851,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0056
MEM00000223,CRM Memory,Advisor,ADV0056,CRM Memory for ADV0056,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0056"", ""managed_revenue_pct"": 29.91, ""crm_activity_count"": 69}",0.8059,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0056
MEM00000224,Recommendation Memory,Advisor,ADV0056,Recommendation Memory for ADV0056,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0056"", ""managed_revenue_pct"": 29.91, ""crm_activity_count"": 69}",0.7416,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0056
MEM00000225,Advisor Memory,Advisor,ADV0057,Advisor Memory for ADV0057,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0057"", ""managed_revenue_pct"": 27.27, ""crm_activity_count"": 58}",0.7229,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0057
MEM00000226,Revenue Memory,Advisor,ADV0057,Revenue Memory for ADV0057,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0057"", ""managed_revenue_pct"": 27.27, ""crm_activity_count"": 58}",0.8285,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0057
MEM00000227,CRM Memory,Advisor,ADV0057,CRM Memory for ADV0057,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0057"", ""managed_revenue_pct"": 27.27, ""crm_activity_count"": 58}",0.7203,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0057
MEM00000228,Recommendation Memory,Advisor,ADV0057,Recommendation Memory for ADV0057,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0057"", ""managed_revenue_pct"": 27.27, ""crm_activity_count"": 58}",0.8287,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0057
MEM00000229,Advisor Memory,Advisor,ADV0058,Advisor Memory for ADV0058,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0058"", ""managed_revenue_pct"": 23.48, ""crm_activity_count"": 35}",0.8831,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0058
MEM00000230,Revenue Memory,Advisor,ADV0058,Revenue Memory for ADV0058,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0058"", ""managed_revenue_pct"": 23.48, ""crm_activity_count"": 35}",0.8403,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0058
MEM00000231,CRM Memory,Advisor,ADV0058,CRM Memory for ADV0058,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0058"", ""managed_revenue_pct"": 23.48, ""crm_activity_count"": 35}",0.7836,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0058
MEM00000232,Recommendation Memory,Advisor,ADV0058,Recommendation Memory for ADV0058,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0058"", ""managed_revenue_pct"": 23.48, ""crm_activity_count"": 35}",0.8451,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0058
MEM00000233,Advisor Memory,Advisor,ADV0059,Advisor Memory for ADV0059,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0059"", ""managed_revenue_pct"": 24.13, ""crm_activity_count"": 38}",0.762,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0059
MEM00000234,Revenue Memory,Advisor,ADV0059,Revenue Memory for ADV0059,AGP goal progress requires manager review.,"{""advisor_id"": ""ADV0059"", ""managed_revenue_pct"": 24.13, ""crm_activity_count"": 38}",0.7822,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0059
MEM00000235,CRM Memory,Advisor,ADV0059,CRM Memory for ADV0059,Advisor has recurring managed revenue opportunity.,"{""advisor_id"": ""ADV0059"", ""managed_revenue_pct"": 24.13, ""crm_activity_count"": 38}",0.7331,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0059
MEM00000236,Recommendation Memory,Advisor,ADV0059,Recommendation Memory for ADV0059,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0059"", ""managed_revenue_pct"": 24.13, ""crm_activity_count"": 38}",0.8938,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0059
MEM00000237,Advisor Memory,Advisor,ADV0060,Advisor Memory for ADV0060,Recent CRM activity indicates client engagement gap.,"{""advisor_id"": ""ADV0060"", ""managed_revenue_pct"": 30.95, ""crm_activity_count"": 58}",0.8333,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0060
MEM00000238,Revenue Memory,Advisor,ADV0060,Revenue Memory for ADV0060,Prior recommendation feedback improved ranking weight.,"{""advisor_id"": ""ADV0060"", ""managed_revenue_pct"": 30.95, ""crm_activity_count"": 58}",0.8355,2025-01-01 00:00:00,2025-12-31 00:00:00,2025-12-31 00:00:00,demo_generator,Active,ADV0060
