learning_signal_id,signal_type,signal_value,signal_summary,created_ts,status,outcome_id,recommendation_id
LEARN00000204,Recommendation Reward,-0.2897,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000204,REC00000351
LEARN00000205,Recommendation Reward,-0.2563,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000205,REC00000352
LEARN00000206,Recommendation Reward,0.7032,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000206,REC00000353
LEARN00000207,Recommendation Reward,0.9031,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000207,REC00000355
LEARN00000208,Recommendation Reward,0.8011,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000208,REC00000356
LEARN00000209,Recommendation Reward,-0.2131,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000209,REC00000357
LEARN00000210,Recommendation Reward,-0.2386,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000210,REC00000359
LEARN00000211,Recommendation Reward,0.9415,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000211,REC00000361
LEARN00000212,Recommendation Reward,0.9984,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000212,REC00000367
LEARN00000213,Recommendation Reward,0.8218,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000213,REC00000368
LEARN00000214,Recommendation Reward,-0.2411,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000214,REC00000371
LEARN00000215,Recommendation Reward,-0.1723,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000215,REC00000372
LEARN00000216,Recommendation Reward,0.923,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000216,REC00000373
LEARN00000217,Recommendation Reward,-0.1842,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000217,REC00000374
LEARN00000218,Recommendation Reward,0.9516,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000218,REC00000375
LEARN00000219,Recommendation Reward,-0.284,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000219,REC00000377
LEARN00000220,Recommendation Reward,-0.1943,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000220,REC00000378
LEARN00000221,Recommendation Reward,-0.3276,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000221,REC00000379
LEARN00000222,Recommendation Reward,-0.3072,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000222,REC00000380
LEARN00000223,Recommendation Reward,-0.2766,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000223,REC00000381
LEARN00000224,Recommendation Reward,0.7116,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000224,REC00000382
LEARN00000225,Recommendation Reward,0.8774,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000225,REC00000384
LEARN00000226,Recommendation Reward,-0.2535,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000226,REC00000385
LEARN00000227,Recommendation Reward,0.9816,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000227,REC00000386
LEARN00000228,Recommendation Reward,0.9747,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000228,REC00000387
LEARN00000229,Recommendation Reward,0.7774,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000229,REC00000390
LEARN00000230,Recommendation Reward,-0.2315,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000230,REC00000391
LEARN00000231,Recommendation Reward,0.8823,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000231,REC00000392
LEARN00000232,Recommendation Reward,-0.3203,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000232,REC00000393
LEARN00000233,Recommendation Reward,0.9391,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000233,REC00000394
LEARN00000234,Recommendation Reward,0.9748,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000234,REC00000395
LEARN00000235,Recommendation Reward,-0.2668,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000235,REC00000396
LEARN00000236,Recommendation Reward,0.8992,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000236,REC00000397
LEARN00000237,Recommendation Reward,0.8062,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000237,REC00000398
LEARN00000238,Recommendation Reward,0.7285,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000238,REC00000400
LEARN00000239,Recommendation Reward,-0.1902,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000239,REC00000401
LEARN00000240,Recommendation Reward,0.9613,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000240,REC00000402
LEARN00000241,Recommendation Reward,-0.209,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000241,REC00000405
LEARN00000242,Recommendation Reward,0.7954,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000242,REC00000407
LEARN00000243,Recommendation Reward,0.7696,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000243,REC00000408
LEARN00000244,Recommendation Reward,-0.3204,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000244,REC00000409
LEARN00000245,Recommendation Reward,-0.3115,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000245,REC00000413
LEARN00000246,Recommendation Reward,0.7603,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000246,REC00000414
LEARN00000247,Recommendation Reward,0.9725,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000247,REC00000416
LEARN00000248,Recommendation Reward,0.7387,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000248,REC00000417
LEARN00000249,Recommendation Reward,0.8112,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000249,REC00000418
LEARN00000250,Recommendation Reward,-0.2091,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000250,REC00000421
LEARN00000251,Recommendation Reward,0.8888,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000251,REC00000422
LEARN00000252,Recommendation Reward,-0.1988,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000252,REC00000423
LEARN00000253,Recommendation Reward,0.9153,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000253,REC00000424
LEARN00000254,Recommendation Reward,-0.2981,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000254,REC00000425
LEARN00000255,Recommendation Reward,0.976,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000255,REC00000427
LEARN00000256,Recommendation Reward,0.9752,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000256,REC00000428
LEARN00000257,Recommendation Reward,-0.2237,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000257,REC00000429
LEARN00000258,Recommendation Reward,0.7342,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000258,REC00000430
LEARN00000259,Recommendation Reward,0.9302,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000259,REC00000431
LEARN00000260,Recommendation Reward,0.9529,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000260,REC00000432
LEARN00000261,Recommendation Reward,0.7725,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000261,REC00000436
LEARN00000262,Recommendation Reward,-0.2978,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000262,REC00000438
LEARN00000263,Recommendation Reward,0.7115,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000263,REC00000439
LEARN00000264,Recommendation Reward,0.9199,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000264,REC00000440
LEARN00000265,Recommendation Reward,0.8875,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000265,REC00000441
LEARN00000266,Recommendation Reward,-0.2967,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000266,REC00000442
LEARN00000267,Recommendation Reward,0.9146,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000267,REC00000444
LEARN00000268,Recommendation Reward,0.8215,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000268,REC00000447
LEARN00000269,Recommendation Reward,-0.2185,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000269,REC00000448
LEARN00000270,Recommendation Reward,0.7848,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000270,REC00000450
LEARN00000271,Recommendation Reward,0.9132,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000271,REC00000457
LEARN00000272,Recommendation Reward,-0.3095,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000272,REC00000459
LEARN00000273,Recommendation Reward,1.0,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000273,REC00000461
LEARN00000274,Recommendation Reward,-0.1752,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000274,REC00000465
LEARN00000275,Recommendation Reward,0.7147,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000275,REC00000466
LEARN00000276,Recommendation Reward,0.691,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000276,REC00000469
LEARN00000277,Recommendation Reward,-0.2488,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000277,REC00000470
LEARN00000278,Recommendation Reward,-0.2467,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000278,REC00000472
LEARN00000279,Recommendation Reward,-0.2814,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000279,REC00000473
LEARN00000280,Recommendation Reward,0.7494,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000280,REC00000477
LEARN00000281,Recommendation Reward,0.9254,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000281,REC00000478
LEARN00000282,Recommendation Reward,-0.2086,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000282,REC00000479
LEARN00000283,Recommendation Reward,1.0141,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000283,REC00000480
LEARN00000284,Recommendation Reward,-0.3076,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000284,REC00000487
LEARN00000285,Recommendation Reward,0.9116,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000285,REC00000488
LEARN00000286,Recommendation Reward,0.7664,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000286,REC00000489
LEARN00000287,Recommendation Reward,1.0247,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000287,REC00000492
LEARN00000288,Recommendation Reward,-0.194,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000288,REC00000493
LEARN00000289,Recommendation Reward,0.6936,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000289,REC00000494
LEARN00000290,Recommendation Reward,1.0203,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000290,REC00000495
LEARN00000291,Recommendation Reward,0.8768,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000291,REC00000497
LEARN00000292,Recommendation Reward,0.8728,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000292,REC00000498
LEARN00000293,Recommendation Reward,0.8724,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000293,REC00000499
LEARN00000294,Recommendation Reward,0.8085,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000294,REC00000502
LEARN00000295,Recommendation Reward,0.7639,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000295,REC00000503
LEARN00000296,Recommendation Reward,1.01,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000296,REC00000508
LEARN00000297,Recommendation Reward,0.8065,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000297,REC00000510
LEARN00000298,Recommendation Reward,0.712,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000298,REC00000512
LEARN00000299,Recommendation Reward,1.0001,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000299,REC00000513
LEARN00000300,Recommendation Reward,0.9325,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000300,REC00000515
LEARN00000301,Recommendation Reward,0.8713,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000301,REC00000517
LEARN00000302,Recommendation Reward,0.9087,Feedback updated recommendation ranking weight.,2025-12-31 00:00:00,Active,OUT00000302,REC00000518
